raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,num_trial_presentations,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
197.0,3.0,3.0,0.0,2.0,2.0,428.8813557759567,1.0,1.0,part_1,,,,,,,,,,,,,yellow,diamond
201.0,7.0,3.0,1.0,2.0,2.0,373.8225031556794,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
0.0,8.0,0.0,1.0,1.0,1.0,430.1569691560871,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
65.0,1.0,1.0,0.0,4.0,4.0,317.3715273105699,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
121.0,6.0,2.0,1.0,4.0,4.0,352.1394354647782,1.0,1.0,part_1,,,,,,,,,,,,,magenta,circle
43.0,5.0,1.0,1.0,3.0,3.0,364.7878034653331,1.0,1.0,part_1,,,,,,,,,,,,,cyan,I
391.0,8.0,4.0,1.0,3.0,3.0,353.1919094657496,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
67.0,1.0,1.0,0.0,1.0,1.0,365.40241162038,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
182.0,3.0,3.0,0.0,1.0,1.0,343.3232614652297,1.0,1.0,part_1,,,,,,,,,,,,,yellow,diamond
194.0,7.0,3.0,1.0,2.0,2.0,310.8840761551619,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
0.0,1.0,0.0,0.0,3.0,3.0,231.4719913101726,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
381.0,8.0,4.0,1.0,2.0,2.0,357.1257716203035,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
390.0,8.0,4.0,1.0,2.0,2.0,357.0722901549743,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
416.0,4.0,4.0,0.0,3.0,3.0,313.181116155647,1.0,1.0,part_1,,,,,,,,,,,,,blue,hexagon
0.0,6.0,0.0,1.0,4.0,4.0,335.1528183102346,1.0,1.0,part_1,,,,,,,,,,,,,magenta,circle
182.0,7.0,3.0,1.0,4.0,4.0,437.6045093104039,1.0,2.0,part_1,,,,,,,,,,,,,gray,square
411.0,4.0,4.0,0.0,1.0,1.0,371.396057241327,1.0,1.0,part_1,,,,,,,,,,,,,blue,hexagon
0.0,8.0,0.0,1.0,3.0,3.0,359.0553986205123,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
110.0,6.0,2.0,1.0,2.0,2.0,304.482008155901,1.0,1.0,part_1,,,,,,,,,,,,,magenta,circle
424.0,4.0,4.0,0.0,1.0,1.0,440.4301330860107,1.0,1.0,part_1,,,,,,,,,,,,,blue,hexagon
86.0,2.0,2.0,0.0,1.0,1.0,418.7183266203647,1.0,1.0,part_1,,,,,,,,,,,,,white,cross
0.0,7.0,0.0,1.0,4.0,4.0,328.5331454653715,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
106.0,2.0,2.0,0.0,3.0,3.0,396.798467240842,1.0,1.0,part_1,,,,,,,,,,,,,white,cross
95.0,6.0,2.0,1.0,1.0,1.0,284.6216101552272,1.0,1.0,part_1,,,,,,,,,,,,,magenta,circle
0.0,3.0,0.0,0.0,2.0,2.0,307.7071556199371,1.0,1.0,part_1,,,,,,,,,,,,,yellow,diamond
78.0,2.0,2.0,0.0,3.0,3.0,489.340882464603,1.0,1.0,part_1,,,,,,,,,,,,,white,cross
179.0,7.0,3.0,1.0,4.0,4.0,353.6929291558408,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
47.0,5.0,1.0,1.0,3.0,3.0,332.7983633107578,1.0,1.0,part_1,,,,,,,,,,,,,cyan,I
54.0,5.0,1.0,1.0,2.0,2.0,311.1952319304691,1.0,1.0,part_1,,,,,,,,,,,,,cyan,I
116.0,2.0,2.0,0.0,4.0,4.0,389.4166854652212,1.0,1.0,part_1,,,,,,,,,,,,,white,cross
189.0,7.0,3.0,1.0,4.0,4.0,479.3110923101267,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
99.0,2.0,2.0,0.0,4.0,4.0,458.7555451553271,1.0,1.0,part_1,,,,,,,,,,,,,white,cross
383.0,8.0,4.0,1.0,1.0,1.0,527.1537749995332,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
390.0,4.0,4.0,0.0,4.0,4.0,684.319788085304,1.0,1.0,part_1,,,,,,,,,,,,,blue,hexagon
0.0,1.0,0.0,0.0,4.0,4.0,628.4341234650128,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
31.0,1.0,1.0,0.0,4.0,4.0,404.1708927752552,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
376.0,8.0,4.0,1.0,2.0,2.0,416.6981579310231,1.0,1.0,part_1,,,,,,,,,,,,,green,triangle
43.0,1.0,1.0,0.0,3.0,3.0,268.8243794646041,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
