response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,482.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,336.0,1,phase_2,green_circle,go1,1,,,,,,
1,440.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,466.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,354.0,1,phase_2,green_circle,go1,1,,,,,,
1,365.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
1,405.0,1,phase_2,green_circle,go1,1,,,,,,
1,405.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,329.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,464.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,376.0,1,phase_2,green_circle,go1,1,,,,,,
1,489.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,459.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
1,370.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,361.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
1,487.0,1,phase_2,green_circle,go1,1,,,,,,
1,488.0,1,phase_2,green_circle,go1,1,,,,,,
1,467.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,372.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,575.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,375.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,321.0,1,phase_2,green_circle,go1,1,,,,,,
1,377.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
0,0,1,phase_2,purple_triangle,nogo1,4,,,,,,
1,393.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,red_pentagon,nogo2,4,,,,,,
1,417.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,385.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,308.0,1,phase_2,green_circle,go1,1,,,,,,
1,377.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,368.0,1,phase_2,green_circle,go1,1,,,,,,
1,380.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,349.0,1,phase_2,green_circle,go1,1,,,,,,
1,340.0,1,phase_2,green_circle,go1,1,,,,,,
1,464.0,2,phase_2,green_circle,go1,1,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
1,366.0,2,phase_2,green_circle,go1,1,,,,,,
1,313.0,2,phase_2,green_circle,go1,1,,,,,,
1,393.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,372.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,328.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,419.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,409.0,2,phase_2,green_circle,go1,1,,,,,,
1,501.0,2,phase_2,blue_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
1,403.0,2,phase_2,green_circle,go1,1,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
1,363.0,2,phase_2,green_circle,go1,1,,,,,,
1,352.0,2,phase_2,blue_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
1,415.0,2,phase_2,blue_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
1,405.0,2,phase_2,green_circle,go1,1,,,,,,
1,406.0,2,phase_2,green_circle,go1,1,,,,,,
1,339.0,2,phase_2,green_circle,go1,1,,,,,,
1,421.0,2,phase_2,blue_rhombus,go2,1,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
1,471.0,2,phase_2,green_circle,go1,1,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
1,398.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,434.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,413.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,392.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,427.0,2,phase_2,green_circle,go1,1,,,,,,
1,339.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,373.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,409.0,2,phase_2,green_circle,go1,1,,,,,,
1,444.0,2,phase_2,green_circle,go1,1,,,,,,
0,0,2,phase_2,red_pentagon,nogo2,4,,,,,,
1,493.0,2,phase_2,green_circle,go1,1,,,,,,
1,358.0,2,phase_2,blue_rhombus,go2,1,,,,,,
0,0,2,phase_2,purple_triangle,nogo1,4,,,,,,
