response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,577.0,1,phase_2,green_circle,go1,1,,,,,,
1,477.0,1,phase_2,green_circle,go1,1,,,,,,
1,400.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,304.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo2,4,,,,,,
1,354.0,1,phase_2,red_triangle,nogo1,2,,,,,,
1,502.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,366.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,424.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,359.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,313.0,1,phase_2,green_circle,go1,1,,,,,,
1,314.0,1,phase_2,green_circle,go1,1,,,,,,
1,383.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo2,4,,,,,,
1,667.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,476.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,364.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo2,4,,,,,,
1,480.0,1,phase_2,green_circle,go1,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,526.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,438.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,437.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo2,4,,,,,,
0,0,1,phase_2,purple_pentagon,nogo2,4,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,373.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,443.0,1,phase_2,blue_rhombus,go2,1,,,,,,
