response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,589.0,1,phase_2,blue_triangle,nogo2,2,,,,,,
1,523.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,400.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,390.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,515.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,358.0,1,phase_2,blue_triangle,nogo2,2,,,,,,
1,460.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,453.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,669.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,602.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,447.0,1,phase_2,green_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,505.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,529.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,588.0,1,phase_2,green_rhombus,go2,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,402.0,1,phase_2,red_circle,nogo1,2,,,,,,
1,493.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,596.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,653.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,485.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,521.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,458.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,390.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,527.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,517.0,1,phase_2,green_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,420.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,578.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,444.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,525.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,516.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,426.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,462.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,363.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,502.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,458.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,482.0,1,phase_2,green_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,387.0,2,phase_2,green_rhombus,go2,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,458.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,494.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,405.0,2,phase_2,purple_pentagon,go1,1,,,,,,
