response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,386.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
1,433.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
1,370.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
1,473.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,386.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,397.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,401.0,1,phase_2,green_rhombus,nogo2,2,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
1,617.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,483.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,508.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,417.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,475.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,468.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,525.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,450.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
1,439.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_rhombus,nogo2,4,,,,,,
1,510.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,453.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,457.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,446.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,436.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,381.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,498.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,502.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,458.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,426.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,540.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,409.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,549.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,461.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,428.0,1,phase_2,purple_triangle,go2,1,,,,,,
1,397.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,368.0,1,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,400.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,382.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,338.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,429.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,385.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,365.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,366.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,357.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,347.0,2,phase_2,blue_pentagon,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,406.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,519.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,388.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,412.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,425.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,404.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,530.0,2,phase_2,green_rhombus,nogo2,2,,,,,,
1,385.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,409.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,423.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,390.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,381.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,416.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,508.0,2,phase_2,blue_pentagon,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,477.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,433.0,2,phase_2,blue_pentagon,go1,1,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,504.0,2,phase_2,blue_pentagon,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,462.0,2,phase_2,blue_pentagon,go1,1,,,,,,
1,498.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,410.0,2,phase_2,blue_pentagon,go1,1,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,445.0,2,phase_2,purple_triangle,go2,1,,,,,,
1,469.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,460.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,green_rhombus,nogo2,4,,,,,,
1,522.0,2,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
1,389.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,458.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,461.0,3,phase_2,blue_pentagon,go1,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
1,376.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,478.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,412.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,381.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,428.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,430.0,3,phase_2,blue_pentagon,go1,1,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
1,431.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,400.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,379.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,414.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,449.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,452.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,499.0,3,phase_2,blue_pentagon,go1,1,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
1,433.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,470.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,449.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,439.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,475.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,409.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,502.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,403.0,3,phase_2,purple_triangle,go2,1,,,,,,
1,438.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,407.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,408.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,green_rhombus,nogo2,4,,,,,,
1,355.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,423.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,413.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,573.0,3,phase_2,purple_triangle,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,453.0,3,phase_2,blue_pentagon,go1,1,,,,,,
1,455.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
1,425.0,4,phase_2,blue_pentagon,go1,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
1,438.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,372.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,386.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,445.0,4,phase_2,blue_pentagon,go1,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
1,415.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,395.0,4,phase_2,blue_pentagon,go1,1,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,454.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,469.0,4,phase_2,blue_pentagon,go1,1,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,391.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
1,441.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,386.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,444.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,389.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,415.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,375.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,389.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,390.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,402.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,403.0,4,phase_2,blue_pentagon,go1,1,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,350.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,452.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,387.0,4,phase_2,blue_pentagon,go1,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
1,413.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,447.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,382.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
1,408.0,4,phase_2,purple_triangle,go2,1,,,,,,
1,588.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,386.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,355.0,4,phase_2,blue_pentagon,go1,1,,,,,,
1,424.0,4,phase_2,purple_triangle,go2,1,,,,,,
0,0,4,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,4,phase_2,red_circle,nogo1,4,,,,,,
1,487.0,5,phase_2,purple_triangle,go2,1,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
1,444.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,400.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,413.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,404.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,417.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,396.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,399.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,389.0,5,phase_2,purple_triangle,go2,1,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
1,397.0,5,phase_2,blue_pentagon,go1,1,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
1,377.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,334.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,403.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,380.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,326.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,406.0,5,phase_2,green_rhombus,nogo2,2,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
1,375.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,444.0,5,phase_2,purple_triangle,go2,1,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
1,436.0,5,phase_2,purple_triangle,go2,1,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
1,507.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,418.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,385.0,5,phase_2,purple_triangle,go2,1,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
1,470.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,392.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,361.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,509.0,5,phase_2,blue_pentagon,go1,1,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
1,411.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,423.0,5,phase_2,purple_triangle,go2,1,,,,,,
1,447.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,380.0,5,phase_2,blue_pentagon,go1,1,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
1,418.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,441.0,5,phase_2,purple_triangle,go2,1,,,,,,
0,0,5,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,5,phase_2,red_circle,nogo1,4,,,,,,
1,424.0,5,phase_2,blue_pentagon,go1,1,,,,,,
1,612.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,578.0,6,phase_2,blue_pentagon,go1,1,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
1,413.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,380.0,6,phase_2,blue_pentagon,go1,1,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,562.0,6,phase_2,blue_pentagon,go1,1,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,409.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,377.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,345.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,539.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,439.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,475.0,6,phase_2,purple_triangle,go2,1,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
1,369.0,6,phase_2,purple_triangle,go2,1,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,427.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,438.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,395.0,6,phase_2,blue_pentagon,go1,1,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,387.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,411.0,6,phase_2,blue_pentagon,go1,1,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,380.0,6,phase_2,purple_triangle,go2,1,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,363.0,6,phase_2,purple_triangle,go2,1,,,,,,
0,0,6,phase_2,red_circle,nogo1,4,,,,,,
1,411.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,436.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,392.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,416.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,417.0,6,phase_2,blue_pentagon,go1,1,,,,,,
1,462.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,442.0,6,phase_2,purple_triangle,go2,1,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
1,378.0,6,phase_2,purple_triangle,go2,1,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
1,447.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,404.0,6,phase_2,blue_pentagon,go1,1,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,6,phase_2,green_rhombus,nogo2,4,,,,,,
1,420.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,352.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,366.0,6,phase_2,purple_triangle,go2,1,,,,,,
1,522.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,377.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,514.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,391.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,381.0,7,phase_2,purple_triangle,go2,1,,,,,,
0,0,7,phase_2,red_circle,nogo1,4,,,,,,
1,462.0,7,phase_2,blue_pentagon,go1,1,,,,,,
0,0,7,phase_2,red_circle,nogo1,4,,,,,,
0,0,7,phase_2,red_circle,nogo1,4,,,,,,
1,388.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,377.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,447.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,358.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,440.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,384.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,443.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,399.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,425.0,7,phase_2,purple_triangle,go2,1,,,,,,
1,437.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,427.0,7,phase_2,purple_triangle,go2,1,,,,,,
0,0,7,phase_2,green_rhombus,nogo2,4,,,,,,
1,407.0,7,phase_2,blue_pentagon,go1,1,,,,,,
1,398.0,7,phase_2,purple_triangle,go2,1,,,,,,
0,0,7,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,7,phase_2,red_circle,nogo1,4,,,,,,
1,412.0,7,phase_2,blue_pentagon,go1,1,,,,,,
0,0,7,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,7,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,7,phase_2,red_circle,nogo1,4,,,,,,
0,0,7,phase_2,green_rhombus,nogo2,4,,,,,,
0,0,7,phase_2,red_circle,nogo1,4,,,,,,
1,389.0,7,phase_2,blue_pentagon,go1,1,,,,,,
0,0,7,phase_2,green_rhombus,nogo2,4,,,,,,
1,357.0,7,phase_2,blue_pentagon,go1,1,,,,,,
