response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,375.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,511.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,389.0,1,phase_2,red_rhombus,go1,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
1,629.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,473.0,1,phase_2,red_rhombus,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,331.0,1,phase_2,green_circle,go2,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,424.0,1,phase_2,green_circle,go2,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,612.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,477.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,466.0,1,phase_2,green_circle,go2,1,,,,,,
1,568.0,1,phase_2,green_circle,go2,1,,,,,,
1,470.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,460.0,1,phase_2,green_circle,go2,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
1,464.0,1,phase_2,green_circle,go2,1,,,,,,
1,409.0,1,phase_2,green_circle,go2,1,,,,,,
1,354.0,1,phase_2,green_circle,go2,1,,,,,,
1,331.0,1,phase_2,green_circle,go2,1,,,,,,
1,683.0,1,phase_2,red_rhombus,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
1,631.0,1,phase_2,red_rhombus,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,442.0,1,phase_2,green_circle,go2,1,,,,,,
1,478.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,435.0,1,phase_2,green_circle,go2,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
1,506.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,371.0,1,phase_2,green_circle,go2,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
1,464.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,341.0,1,phase_2,green_circle,go2,1,,,,,,
1,365.0,1,phase_2,green_circle,go2,1,,,,,,
1,345.0,1,phase_2,green_circle,go2,1,,,,,,
1,583.0,1,phase_2,red_rhombus,go1,1,,,,,,
0,0,1,phase_2,purple_pentagon,nogo1,4,,,,,,
1,420.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,365.0,1,phase_2,red_rhombus,go1,1,,,,,,
1,458.0,1,phase_2,green_circle,go2,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,446.0,2,phase_2,red_rhombus,go1,1,,,,,,
0,0,2,phase_2,purple_pentagon,nogo1,4,,,,,,
1,413.0,2,phase_2,red_rhombus,go1,1,,,,,,
1,494.0,2,phase_2,red_rhombus,go1,1,,,,,,
0,0,2,phase_2,purple_pentagon,nogo1,4,,,,,,
1,363.0,2,phase_2,green_circle,go2,1,,,,,,
