response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,453.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,433.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,424.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,427.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,404.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,328.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,341.0,1,phase_2,green_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,311.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,435.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,391.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,314.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,372.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,306.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,284.0,1,phase_2,blue_triangle,nogo2,2,,,,,,
1,363.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,410.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,356.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,392.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,359.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,404.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,408.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,321.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,406.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,429.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,409.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,321.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,391.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,335.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,414.0,1,phase_2,purple_pentagon,go1,1,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,1,phase_2,blue_triangle,nogo2,4,,,,,,
1,350.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,407.0,1,phase_2,purple_pentagon,go1,1,,,,,,
1,353.0,1,phase_2,green_rhombus,go2,1,,,,,,
1,379.0,1,phase_2,green_rhombus,go2,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,432.0,2,phase_2,purple_pentagon,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,378.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,313.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,336.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,416.0,2,phase_2,purple_pentagon,go1,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,330.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,331.0,2,phase_2,purple_pentagon,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,401.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,357.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,369.0,2,phase_2,blue_triangle,nogo2,2,,,,,,
1,405.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,384.0,2,phase_2,green_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,388.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,693.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,391.0,2,phase_2,green_rhombus,go2,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,416.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,416.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,395.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,387.0,2,phase_2,purple_pentagon,go1,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,345.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,346.0,2,phase_2,green_rhombus,go2,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,328.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,442.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,511.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,421.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,434.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,413.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,323.0,2,phase_2,purple_pentagon,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,363.0,2,phase_2,green_rhombus,go2,1,,,,,,
1,274.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,331.0,2,phase_2,purple_pentagon,go1,1,,,,,,
1,354.0,2,phase_2,purple_pentagon,go1,1,,,,,,
0,0,2,phase_2,blue_triangle,nogo2,4,,,,,,
1,425.0,2,phase_2,green_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,453.0,3,phase_2,purple_pentagon,go1,1,,,,,,
1,477.0,3,phase_2,purple_pentagon,go1,1,,,,,,
