response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,476.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,432.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,410.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,515.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,414.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,506.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,340.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,397.0,1,phase_2,red_pentagon,go2,1,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
1,342.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,410.0,1,phase_2,blue_rhombus,go1,1,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
1,292.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,360.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,362.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,352.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,512.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,604.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,379.0,1,phase_2,blue_rhombus,go1,1,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
1,499.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,464.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,365.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,455.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,446.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,379.0,1,phase_2,red_pentagon,go2,1,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
1,539.0,1,phase_2,red_pentagon,go2,1,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
1,406.0,1,phase_2,blue_rhombus,go1,1,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
1,358.0,1,phase_2,green_triangle,nogo1,2,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
1,462.0,1,phase_2,blue_rhombus,go1,1,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
1,422.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,456.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,502.0,1,phase_2,blue_rhombus,go1,1,,,,,,
0,0,1,phase_2,purple_circle,nogo2,4,,,,,,
1,584.0,1,phase_2,blue_rhombus,go1,1,,,,,,
1,383.0,1,phase_2,red_pentagon,go2,1,,,,,,
0,0,1,phase_2,green_triangle,nogo1,4,,,,,,
1,433.0,1,phase_2,red_pentagon,go2,1,,,,,,
1,712.0,2,phase_2,blue_rhombus,go1,1,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
1,400.0,2,phase_2,purple_circle,nogo2,2,,,,,,
0,0,2,phase_2,purple_circle,nogo2,4,,,,,,
1,461.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,472.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,484.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,464.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,556.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,534.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,445.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,513.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,516.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,505.0,2,phase_2,blue_rhombus,go1,1,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
0,0,2,phase_2,purple_circle,nogo2,4,,,,,,
1,489.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,457.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,524.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,493.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,528.0,2,phase_2,blue_rhombus,go1,1,,,,,,
0,0,2,phase_2,purple_circle,nogo2,4,,,,,,
1,441.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,432.0,2,phase_2,blue_rhombus,go1,1,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
1,445.0,2,phase_2,blue_rhombus,go1,1,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
1,450.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,374.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,499.0,2,phase_2,blue_rhombus,go1,1,,,,,,
0,0,2,phase_2,purple_circle,nogo2,4,,,,,,
1,500.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,481.0,2,phase_2,red_pentagon,go2,1,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
1,382.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,698.0,2,phase_2,red_pentagon,go2,1,,,,,,
0,0,2,phase_2,purple_circle,nogo2,4,,,,,,
0,0,2,phase_2,green_triangle,nogo1,4,,,,,,
1,444.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,491.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,424.0,2,phase_2,red_pentagon,go2,1,,,,,,
0,0,2,phase_2,purple_circle,nogo2,4,,,,,,
1,450.0,2,phase_2,red_pentagon,go2,1,,,,,,
1,765.0,2,phase_2,blue_rhombus,go1,1,,,,,,
1,396.0,2,phase_2,blue_rhombus,go1,1,,,,,,
