response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,521.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,422.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,378.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,393.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
1,609.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,486.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,465.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,479.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,435.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,447.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,473.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,462.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,464.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
1,489.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,514.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,505.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,450.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,429.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
1,476.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,466.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,503.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,413.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
0,0,1,phase_2,red_circle,nogo1,4,,,,,,
1,497.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,431.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,466.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,491.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,469.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,459.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
1,506.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,452.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,1,phase_2,green_pentagon,nogo2,4,,,,,,
1,429.0,1,phase_2,blue_triangle,go1,1,,,,,,
1,666.0,1,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,434.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,401.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
1,506.0,2,phase_2,purple_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,387.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,457.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,425.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,450.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
1,412.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,401.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,415.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,471.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,383.0,2,phase_2,purple_rhombus,go2,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,511.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,446.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,492.0,2,phase_2,purple_rhombus,go2,1,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
1,496.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,441.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,401.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,480.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,404.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,red_circle,nogo1,4,,,,,,
1,382.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,372.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,397.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
1,424.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,416.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,393.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,428.0,2,phase_2,purple_rhombus,go2,1,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
1,454.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,411.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,412.0,2,phase_2,blue_triangle,go1,1,,,,,,
1,323.0,2,phase_2,blue_triangle,go1,1,,,,,,
0,0,2,phase_2,green_pentagon,nogo2,4,,,,,,
1,428.0,2,phase_2,purple_rhombus,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,432.0,3,phase_2,purple_rhombus,go2,1,,,,,,
1,367.0,3,phase_2,blue_triangle,go1,1,,,,,,
0,0,3,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,3,phase_2,green_pentagon,nogo2,4,,,,,,
1,426.0,3,phase_2,purple_rhombus,go2,1,,,,,,
1,372.0,3,phase_2,blue_triangle,go1,1,,,,,,
1,340.0,3,phase_2,blue_triangle,go1,1,,,,,,
1,431.0,3,phase_2,purple_rhombus,go2,1,,,,,,
1,411.0,3,phase_2,purple_rhombus,go2,1,,,,,,
1,335.0,3,phase_2,blue_triangle,go1,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,427.0,3,phase_2,purple_rhombus,go2,1,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
0,0,3,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
0,0,3,phase_2,green_pentagon,nogo2,4,,,,,,
0,0,3,phase_2,red_circle,nogo1,4,,,,,,
1,490.0,3,phase_2,purple_rhombus,go2,1,,,,,,
1,470.0,3,phase_2,purple_rhombus,go2,1,,,,,,
1,505.0,3,phase_2,purple_rhombus,go2,1,,,,,,
