response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
1,410.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,535.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,649.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,469.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
1,530.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,609.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,530.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,667.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,589.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,569.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,503.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,571.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,517.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,462.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
1,420.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
1,581.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,478.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,503.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,471.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
1,416.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,395.0,1,phase_2,blue_rhombus,go2,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,476.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,488.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,490.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,355.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,484.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,530.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_circle,nogo1,4,,,,,,
1,385.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,422.0,1,phase_2,red_pentagon,go1,1,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
0,0,1,phase_2,purple_triangle,nogo2,4,,,,,,
1,550.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,350.0,1,phase_2,blue_rhombus,go2,1,,,,,,
1,462.0,1,phase_2,red_pentagon,go1,1,,,,,,
1,533.0,2,phase_2,red_pentagon,go1,1,,,,,,
0,0,2,phase_2,purple_triangle,nogo2,4,,,,,,
1,343.0,2,phase_2,blue_rhombus,go2,1,,,,,,
1,548.0,2,phase_2,red_pentagon,go1,1,,,,,,
1,370.0,2,phase_2,red_pentagon,go1,1,,,,,,
0,0,2,phase_2,green_circle,nogo1,4,,,,,,
1,507.0,2,phase_2,blue_rhombus,go2,1,,,,,,
0,0,2,phase_2,green_circle,nogo1,4,,,,,,
0,0,2,phase_2,green_circle,nogo1,4,,,,,,
1,388.0,2,phase_2,purple_triangle,nogo2,2,,,,,,
1,480.0,2,phase_2,red_pentagon,go1,1,,,,,,
0,0,2,phase_2,green_circle,nogo1,4,,,,,,
