response,reaction_time,block,which_phase,stim,go_nogo_type,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,410.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,336.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,327.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,327.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,362.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,399.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,376.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,450.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,purple_rhombus,go2,5,,,,,,
1,374.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,331.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,382.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,371.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,428.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,373.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,376.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,343.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,389.0,1,phase_2,red_triangle,nogo1,2,,,,,,
1,391.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,381.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,371.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,362.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,310.0,1,phase_2,blue_pentagon,go1,1,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,425.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,493.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,381.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,339.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,396.0,1,phase_2,purple_rhombus,go2,1,,,,,,
1,386.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,353.0,1,phase_2,red_triangle,nogo1,2,,,,,,
1,444.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,green_circle,nogo2,4,,,,,,
1,356.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,370.0,1,phase_2,blue_pentagon,go1,1,,,,,,
1,528.0,1,phase_2,purple_rhombus,go2,1,,,,,,
0,0,1,phase_2,red_triangle,nogo1,4,,,,,,
1,430.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,364.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,355.0,2,phase_2,blue_pentagon,go1,1,,,,,,
0,0,2,phase_2,green_circle,nogo2,4,,,,,,
1,369.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,403.0,2,phase_2,purple_rhombus,go2,1,,,,,,
1,358.0,2,phase_2,blue_pentagon,go1,1,,,,,,
