raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,num_trial_presentations,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
164.0,5.0,1.0,1.0,1.0,1.0,714.1865180001332,1.0,1.0,part_1,,,,,,,,,,,,,magenta,triangle
1277.0,4.0,4.0,0.0,2.0,2.0,324.8628410001402,1.0,1.0,part_1,,,,,,,,,,,,,yellow,cross
162.0,1.0,1.0,0.0,2.0,2.0,343.4570879999228,1.0,1.0,part_1,,,,,,,,,,,,,white,diamond
316.0,6.0,2.0,1.0,1.0,1.0,343.2577589992434,1.0,1.0,part_1,,,,,,,,,,,,,cyan,hexagon
304.0,6.0,2.0,1.0,4.0,4.0,324.4609420016786,1.0,2.0,part_1,,,,,,,,,,,,,cyan,hexagon
0.0,6.0,0.0,1.0,1.0,1.0,361.090571999739,1.0,2.0,part_1,,,,,,,,,,,,,cyan,hexagon
309.0,2.0,2.0,0.0,3.0,3.0,333.3717240002443,1.0,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
626.0,7.0,3.0,1.0,1.0,1.0,417.1488209995004,1.0,1.0,part_1,,,,,,,,,,,,,orange,square
187.0,1.0,1.0,0.0,3.0,3.0,306.4818770017155,1.0,1.0,part_1,,,,,,,,,,,,,white,diamond
322.0,2.0,2.0,0.0,1.0,1.0,278.5364209994441,1.0,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1279.0,8.0,4.0,1.0,2.0,2.0,362.0343479997245,1.0,1.0,part_1,,,,,,,,,,,,,blue,circle
315.0,2.0,2.0,0.0,1.0,1.0,305.7993049987999,1.0,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
0.0,1.0,0.0,0.0,1.0,1.0,379.952981000315,1.0,1.0,part_1,,,,,,,,,,,,,white,diamond
156.0,5.0,1.0,1.0,2.0,2.0,603.2203400009166,1.0,1.0,part_1,,,,,,,,,,,,,magenta,triangle
662.0,3.0,3.0,0.0,1.0,1.0,556.7718639995292,1.0,1.0,part_1,,,,,,,,,,,,,gray,I
343.0,2.0,2.0,0.0,4.0,4.0,436.6141679984139,1.0,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
