raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,num_trial_presentations,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
1281.0,4.0,4.0,0.0,1.0,1.0,517.5121880001825,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
181.0,1.0,0.5,0.0,1.0,1.0,454.0853020007489,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
1296.0,8.0,4.0,1.0,2.0,2.0,351.1402149997593,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,1.0,0.0,0.0,1.0,1.0,361.5112319994296,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
143.0,5.0,0.5,1.0,4.0,4.0,359.8706689999744,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
155.0,5.0,0.5,1.0,1.0,1.0,370.9416980000242,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
146.0,1.0,0.5,0.0,3.0,3.0,398.1673700000101,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
626.0,3.0,2.0,0.0,1.0,1.0,341.3810459996966,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
148.0,5.0,0.5,1.0,3.0,3.0,360.5492790002245,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
139.0,1.0,0.5,0.0,3.0,3.0,359.4120359994122,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
0.0,3.0,0.0,0.0,2.0,2.0,387.2675450002134,1.0,2.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
0.0,8.0,0.0,1.0,4.0,4.0,323.0979729996761,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
1290.0,8.0,4.0,1.0,4.0,4.0,379.6814400002404,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
339.0,6.0,1.0,1.0,1.0,1.0,359.9381479998556,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
0.0,6.0,0.0,1.0,2.0,2.0,414.2862929993498,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
1295.0,4.0,4.0,0.0,4.0,4.0,351.6720429997804,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
1319.0,4.0,4.0,0.0,2.0,2.0,370.28891499994637,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
184.0,1.0,0.5,0.0,2.0,2.0,360.3030220001528,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
172.0,5.0,0.5,1.0,3.0,3.0,388.2863130002079,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
181.0,1.0,0.5,0.0,4.0,4.0,370.5752160003612,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
161.0,1.0,0.5,0.0,4.0,4.0,397.0433969998339,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
1292.0,8.0,4.0,1.0,3.0,3.0,341.5970460000608,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
672.0,7.0,2.0,1.0,4.0,4.0,369.0604639996309,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
0.0,2.0,0.0,0.0,4.0,4.0,361.0731590006253,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
346.0,2.0,1.0,0.0,2.0,2.0,387.809073000426,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
338.0,2.0,1.0,0.0,4.0,4.0,378.4453780008334,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
628.0,3.0,2.0,0.0,3.0,3.0,369.7761479998007,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
1316.0,4.0,4.0,0.0,2.0,2.0,389.023423999788,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
307.0,2.0,1.0,0.0,3.0,3.0,370.4690189997563,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
667.0,7.0,2.0,1.0,1.0,1.0,368.7177970004995,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
632.0,7.0,2.0,1.0,1.0,1.0,482.5983350001479,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
0.0,3.0,0.0,0.0,4.0,4.0,417.0184699996753,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
1286.0,4.0,4.0,0.0,3.0,3.0,453.2172050003282,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
172.0,1.0,0.5,0.0,3.0,3.0,388.8470000001689,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
320.0,2.0,1.0,0.0,2.0,2.0,351.3241410000773,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
158.0,1.0,0.5,0.0,4.0,4.0,352.017488000456,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
148.0,1.0,0.5,0.0,1.0,1.0,388.4773260006113,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
631.0,7.0,2.0,1.0,3.0,3.0,369.2494099996111,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
301.0,2.0,1.0,0.0,2.0,2.0,406.6549150002174,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
0.0,4.0,0.0,0.0,1.0,1.0,424.2120489998342,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
626.0,7.0,2.0,1.0,3.0,3.0,388.7421210001776,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
671.0,7.0,2.0,1.0,2.0,2.0,461.8575730000884,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
141.0,1.0,0.5,0.0,3.0,3.0,406.7854590002753,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
1320.0,4.0,4.0,0.0,3.0,3.0,414.909164999699,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
1279.0,8.0,4.0,1.0,3.0,3.0,350.8116869998048,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,7.0,0.0,1.0,4.0,4.0,453.4495950001656,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
149.0,1.0,0.5,0.0,2.0,2.0,472.0545569998648,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
0.0,2.0,0.0,0.0,1.0,1.0,397.6339900000312,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
325.0,2.0,1.0,0.0,3.0,3.0,370.5623870000636,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
146.0,5.0,0.5,1.0,4.0,4.0,397.106509999503,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
645.0,3.0,2.0,0.0,3.0,3.0,296.5523750008287,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
344.0,2.0,1.0,0.0,4.0,4.0,361.3723270000264,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
348.0,2.0,1.0,0.0,4.0,4.0,324.0079369998057,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
314.0,2.0,1.0,0.0,3.0,3.0,360.6291460000648,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
1313.0,4.0,4.0,0.0,4.0,4.0,369.6551860002728,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
329.0,6.0,1.0,1.0,1.0,1.0,360.9396789997845,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
1276.0,8.0,4.0,1.0,4.0,4.0,324.3261369998436,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
308.0,2.0,1.0,0.0,1.0,1.0,399.341994999304,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
0.0,6.0,0.0,1.0,1.0,1.0,370.8768509995934,1.0,2.0,phase_1,,,,,,,,,,,,,magenta,I
672.0,7.0,2.0,1.0,1.0,1.0,360.1186919995598,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
187.0,5.0,0.5,1.0,2.0,2.0,397.1383100006278,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
0.0,3.0,0.0,0.0,2.0,2.0,341.2921529998129,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
0.0,6.0,0.0,1.0,2.0,2.0,368.8859049998427,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
0.0,7.0,0.0,1.0,2.0,2.0,387.8466559999651,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
157.0,5.0,0.5,1.0,2.0,2.0,460.8705450000343,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
1316.0,8.0,4.0,1.0,4.0,4.0,452.473567999732,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
177.0,1.0,0.5,0.0,2.0,2.0,344.6760269998776,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
180.0,5.0,0.5,1.0,4.0,4.0,368.9776179999171,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
0.0,2.0,0.0,0.0,2.0,2.0,406.0790809999162,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
1287.0,8.0,4.0,1.0,1.0,1.0,389.756712000235,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
1283.0,4.0,4.0,0.0,1.0,1.0,359.8756339997635,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
672.0,3.0,2.0,0.0,3.0,3.0,379.5481380002456,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
339.0,2.0,1.0,0.0,2.0,2.0,360.7728990000396,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
0.0,6.0,0.0,1.0,4.0,4.0,573.0093490001309,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
0.0,2.0,0.0,0.0,3.0,3.0,361.0342600004514,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
1281.0,8.0,4.0,1.0,3.0,3.0,332.9002760001458,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
158.0,1.0,0.5,0.0,2.0,2.0,361.4060660001996,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
344.0,6.0,1.0,1.0,3.0,3.0,406.3203329997122,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
0.0,2.0,0.0,0.0,1.0,1.0,361.3089379996381,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
633.0,3.0,2.0,0.0,4.0,4.0,360.7813070002521,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
187.0,1.0,0.5,0.0,2.0,2.0,323.8794959997904,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
315.0,2.0,1.0,0.0,2.0,2.0,333.9399699998466,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
0.0,2.0,0.0,0.0,3.0,3.0,277.1550779998506,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
1315.0,8.0,4.0,1.0,2.0,2.0,352.3394670000925,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,1.0,0.0,0.0,4.0,4.0,324.2759879994992,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
0.0,1.0,0.0,0.0,3.0,3.0,322.6045769997654,1.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
0.0,5.0,0.0,1.0,1.0,1.0,332.6767690004999,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
1290.0,4.0,4.0,0.0,2.0,2.0,342.1132020002915,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
640.0,7.0,2.0,1.0,1.0,1.0,350.7494450004742,1.0,2.0,phase_1,,,,,,,,,,,,,yellow,square
0.0,7.0,0.0,1.0,2.0,2.0,341.9410009992134,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
1318.0,8.0,4.0,1.0,2.0,2.0,314.0929399996821,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,8.0,0.0,1.0,1.0,1.0,378.4927079996123,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
664.0,3.0,2.0,0.0,1.0,1.0,313.615461000154,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
347.0,2.0,1.0,0.0,4.0,4.0,369.3375510001715,1.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
630.0,7.0,2.0,1.0,4.0,4.0,369.4890500000838,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
0.0,3.0,0.0,0.0,1.0,1.0,323.3731090003857,1.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
1304.0,4.0,4.0,0.0,2.0,2.0,322.9227829997398,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
1287.0,4.0,4.0,0.0,3.0,3.0,322.778377000759,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
0.0,8.0,0.0,1.0,3.0,3.0,323.6778270002105,1.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
661.0,7.0,2.0,1.0,4.0,4.0,359.9558129999423,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
0.0,1.0,0.0,0.0,4.0,4.0,384.848000000602,2.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
0.0,8.0,0.0,1.0,2.0,2.0,332.2361640002782,2.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
1293.0,8.0,4.0,1.0,2.0,2.0,375.532676000148,2.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,8.0,0.0,1.0,2.0,2.0,311.1297010000271,2.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,1.0,0.0,0.0,1.0,1.0,385.6107000001429,2.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
333.0,6.0,1.0,1.0,4.0,4.0,347.2408600000563,2.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
184.0,5.0,0.5,1.0,3.0,3.0,322.5411259991233,2.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
1314.0,4.0,4.0,0.0,1.0,1.0,332.6157659994351,2.0,2.0,phase_1,,,,,,,,,,,,,cyan,triangle
348.0,2.0,1.0,0.0,1.0,1.0,451.7735380004524,2.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
1282.0,4.0,4.0,0.0,4.0,4.0,609.3864859994937,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
141.0,5.0,0.5,1.0,4.0,4.0,391.3922100000491,2.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
322.0,6.0,1.0,1.0,2.0,2.0,370.5395610004416,2.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
314.0,6.0,1.0,1.0,4.0,4.0,350.6015290004143,2.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
170.0,1.0,0.5,0.0,3.0,3.0,360.8421450007881,2.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
628.0,7.0,2.0,1.0,2.0,2.0,360.2563599997666,2.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
650.0,7.0,2.0,1.0,2.0,2.0,378.6061250011698,2.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
1281.0,4.0,4.0,0.0,3.0,3.0,371.1695990004955,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
1276.0,4.0,4.0,0.0,1.0,1.0,379.4362780008669,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
0.0,4.0,0.0,0.0,3.0,3.0,369.4468549983867,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
628.0,7.0,2.0,1.0,3.0,3.0,361.3789600003656,2.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
1287.0,4.0,4.0,0.0,4.0,4.0,406.6179340006783,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
0.0,4.0,0.0,0.0,1.0,1.0,371.4147620012227,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
333.0,2.0,1.0,0.0,2.0,2.0,360.6470170016109,2.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
1313.0,8.0,4.0,1.0,4.0,4.0,360.7503139992332,2.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
139.0,1.0,0.5,0.0,1.0,1.0,405.9971019996737,2.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
666.0,7.0,2.0,1.0,4.0,4.0,332.6274520004517,2.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
657.0,7.0,2.0,1.0,1.0,1.0,848.8135089992284,2.0,1.0,phase_1,,,,,,,,,,,,,yellow,square
304.0,6.0,1.0,1.0,3.0,3.0,907.470119998834,2.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
1283.0,8.0,4.0,1.0,1.0,1.0,451.7103689995565,2.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
1292.0,4.0,4.0,0.0,3.0,3.0,332.1848479990876,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
181.0,5.0,0.5,1.0,2.0,2.0,434.0225889991416,2.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
339.0,2.0,1.0,0.0,4.0,4.0,842.7476739998383,2.0,1.0,phase_1,,,,,,,,,,,,,blue,cross
143.0,1.0,0.5,0.0,4.0,4.0,887.1184910003649,2.0,1.0,phase_1,,,,,,,,,,,,,white,hexagon
1323.0,8.0,4.0,1.0,1.0,1.0,360.4069009998056,2.0,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,4.0,0.0,0.0,2.0,2.0,313.9039879988559,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
1314.0,4.0,4.0,0.0,3.0,3.0,323.6513680003554,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
181.0,5.0,0.5,1.0,2.0,2.0,351.9945570005802,2.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
0.0,3.0,0.0,0.0,1.0,1.0,359.4172289995185,2.0,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
320.0,6.0,1.0,1.0,4.0,4.0,343.1579309999506,2.0,1.0,phase_1,,,,,,,,,,,,,magenta,I
170.0,5.0,0.5,1.0,2.0,2.0,461.8092100008653,2.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
