raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,num_trial_presentations,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
334.0,2.0,2.0,0.0,1.0,1.0,421.4657330001046,1.0,1.0,part_1,,,,,,,,,,,,,gray,I
0.0,4.0,0.0,0.0,4.0,4.0,394.3300299999919,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
330.0,6.0,2.0,1.0,3.0,3.0,366.3844770001105,1.0,1.0,part_1,,,,,,,,,,,,,yellow,triangle
0.0,5.0,0.0,1.0,3.0,3.0,376.7026609998538,1.0,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
330.0,2.0,2.0,0.0,1.0,1.0,365.7090730000618,1.0,1.0,part_1,,,,,,,,,,,,,gray,I
327.0,6.0,2.0,1.0,3.0,3.0,356.6293730000325,1.0,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1283.0,4.0,4.0,0.0,4.0,4.0,281.0581710000406,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
337.0,6.0,2.0,1.0,1.0,1.0,309.3569909999587,1.0,1.0,part_1,,,,,,,,,,,,,yellow,triangle
0.0,1.0,0.0,0.0,1.0,1.0,375.4017670000849,1.0,1.0,part_1,,,,,,,,,,,,,cyan,diamond
1279.0,4.0,4.0,0.0,1.0,1.0,334.344566000027,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
638.0,7.0,3.0,1.0,1.0,1.0,385.5153490001157,1.0,1.0,part_1,,,,,,,,,,,,,green,circle
0.0,2.0,0.0,0.0,1.0,1.0,337.5275850000889,1.0,1.0,part_1,,,,,,,,,,,,,gray,I
668.0,7.0,3.0,1.0,3.0,3.0,318.9908509998531,1.0,1.0,part_1,,,,,,,,,,,,,green,circle
303.0,2.0,2.0,0.0,2.0,2.0,346.859405000032,1.0,1.0,part_1,,,,,,,,,,,,,gray,I
