raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,num_trial_presentations,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
0.0,1.0,0.0,0.0,4.0,4.0,425.9979469934478,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
101.0,2.0,2.0,0.0,3.0,3.0,369.1340619989205,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
47.0,5.0,1.0,1.0,3.0,3.0,380.204537010286,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
79.0,2.0,2.0,0.0,3.0,3.0,356.6753849736415,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
401.0,4.0,4.0,0.0,3.0,3.0,339.0030349837616,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
0.0,8.0,0.0,1.0,3.0,3.0,439.1763310122769,1.0,1.0,part_1,,,,,,,,,,,,,white,I
399.0,8.0,4.0,1.0,1.0,1.0,394.2330979916733,1.0,1.0,part_1,,,,,,,,,,,,,white,I
116.0,2.0,2.0,0.0,3.0,3.0,362.5177659851033,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
188.0,3.0,3.0,0.0,3.0,3.0,351.0918900137767,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
0.0,6.0,0.0,1.0,3.0,3.0,329.3341399985365,1.0,1.0,part_1,,,,,,,,,,,,,magenta,diamond
406.0,4.0,4.0,0.0,2.0,2.0,395.8849140035454,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
383.0,8.0,4.0,1.0,1.0,1.0,327.2848800115753,1.0,1.0,part_1,,,,,,,,,,,,,white,I
201.0,7.0,3.0,1.0,1.0,1.0,351.972439995734,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
379.0,4.0,4.0,0.0,1.0,1.0,316.5379799902439,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
182.0,7.0,3.0,1.0,4.0,4.0,340.4434810217935,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
219.0,3.0,3.0,0.0,3.0,3.0,363.3790780149866,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
406.0,4.0,4.0,0.0,2.0,2.0,319.7921499959193,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
383.0,4.0,4.0,0.0,2.0,2.0,331.5823849989101,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
379.0,4.0,4.0,0.0,4.0,4.0,376.4069919998292,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
0.0,8.0,0.0,1.0,3.0,3.0,333.1228640163317,1.0,1.0,part_1,,,,,,,,,,,,,white,I
75.0,1.0,1.0,0.0,3.0,3.0,344.4690130127128,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
408.0,4.0,4.0,0.0,2.0,2.0,287.1795280079823,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
38.0,1.0,1.0,0.0,1.0,1.0,359.3832100159488,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
27.0,1.0,1.0,0.0,2.0,2.0,292.512276006164,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
0.0,6.0,0.0,1.0,1.0,1.0,334.5266219985205,1.0,1.0,part_1,,,,,,,,,,,,,magenta,diamond
408.0,8.0,4.0,1.0,3.0,3.0,322.963372018421,1.0,1.0,part_1,,,,,,,,,,,,,white,I
387.0,8.0,4.0,1.0,2.0,2.0,316.2802220031153,1.0,1.0,part_1,,,,,,,,,,,,,white,I
0.0,4.0,0.0,0.0,1.0,1.0,293.43684599734837,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
405.0,8.0,4.0,1.0,2.0,2.0,315.8626749936957,1.0,1.0,part_1,,,,,,,,,,,,,white,I
72.0,5.0,1.0,1.0,4.0,4.0,359.4782259897329,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
49.0,1.0,1.0,0.0,3.0,3.0,316.88416399993,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
90.0,6.0,2.0,1.0,4.0,4.0,327.2182600048836,1.0,1.0,part_1,,,,,,,,,,,,,magenta,diamond
404.0,4.0,4.0,0.0,2.0,2.0,296.8234889849555,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
119.0,2.0,2.0,0.0,2.0,2.0,318.2349179987795,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
52.0,5.0,1.0,1.0,3.0,3.0,361.9391030224506,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
78.0,6.0,2.0,1.0,4.0,4.0,352.1078189951367,1.0,1.0,part_1,,,,,,,,,,,,,magenta,diamond
207.0,7.0,3.0,1.0,2.0,2.0,295.4994949977845,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
0.0,2.0,0.0,0.0,1.0,1.0,331.5795559901744,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
98.0,6.0,2.0,1.0,3.0,3.0,321.8893790035508,1.0,1.0,part_1,,,,,,,,,,,,,magenta,diamond
0.0,3.0,0.0,0.0,3.0,3.0,342.4309300025925,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
68.0,1.0,1.0,0.0,1.0,1.0,320.2025780046824,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
207.0,3.0,3.0,0.0,2.0,2.0,301.6144649882335,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
405.0,4.0,4.0,0.0,4.0,4.0,344.0451119968202,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
392.0,4.0,4.0,0.0,4.0,4.0,356.3382220163475,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
410.0,4.0,4.0,0.0,1.0,1.0,301.5434270200785,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
0.0,7.0,0.0,1.0,3.0,3.0,369.1146800119895,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
188.0,7.0,3.0,1.0,3.0,3.0,350.6038149935193,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
68.0,1.0,1.0,0.0,1.0,1.0,372.8988940129056,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
405.0,4.0,4.0,0.0,3.0,3.0,362.1057420095894,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
120.0,2.0,2.0,0.0,1.0,1.0,282.1104720060248,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
207.0,7.0,3.0,1.0,3.0,3.0,317.232691013487,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
0.0,3.0,0.0,0.0,2.0,2.0,316.732627019519,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
51.0,1.0,1.0,0.0,1.0,1.0,317.9809539869893,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
0.0,4.0,0.0,0.0,1.0,1.0,293.5684749973006,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
402.0,4.0,4.0,0.0,1.0,1.0,305.6848160049412,1.0,1.0,part_1,,,,,,,,,,,,,yellow,circle
194.0,3.0,3.0,0.0,4.0,4.0,400.1921599847264,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
80.0,6.0,2.0,1.0,3.0,3.0,363.04990900680417,1.0,1.0,part_1,,,,,,,,,,,,,magenta,diamond
55.0,5.0,1.0,1.0,2.0,2.0,340.5365820217412,1.0,1.0,part_1,,,,,,,,,,,,,orange,flipped triangle
0.0,7.0,0.0,1.0,4.0,4.0,334.275155008072,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
384.0,8.0,4.0,1.0,4.0,4.0,353.2748009893112,1.0,1.0,part_1,,,,,,,,,,,,,white,I
178.0,3.0,3.0,0.0,4.0,4.0,398.8453040074091,1.0,1.0,part_1,,,,,,,,,,,,,gray,square
33.0,1.0,1.0,0.0,2.0,2.0,334.8735220206436,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
101.0,2.0,2.0,0.0,1.0,1.0,302.9301050119102,1.0,1.0,part_1,,,,,,,,,,,,,green,hexagon
0.0,1.0,0.0,0.0,2.0,2.0,345.7210519991349,1.0,1.0,part_1,,,,,,,,,,,,,cyan,triangle
205.0,7.0,3.0,1.0,4.0,4.0,333.6202000209596,1.0,1.0,part_1,,,,,,,,,,,,,blue,cross
