raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,num_trial_presentations,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
383.0,8.0,4.0,1.0,3.0,3.0,483.7074120005127,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
95.0,6.0,1.0,1.0,2.0,2.0,441.7262369825039,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
215.0,3.0,2.0,0.0,2.0,2.0,441.7684620129876,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
193.0,7.0,2.0,1.0,3.0,3.0,409.0297869988717,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
56.0,1.0,0.5,0.0,2.0,2.0,419.6905120043084,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
123.0,6.0,1.0,1.0,1.0,1.0,407.3548640008084,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
93.0,6.0,1.0,1.0,1.0,1.0,490.1499060215428,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,8.0,0.0,1.0,2.0,2.0,442.0748560223728,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
391.0,8.0,4.0,1.0,4.0,4.0,432.3457339778542,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
0.0,6.0,0.0,1.0,1.0,1.0,355.141520005418,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
49.0,5.0,0.5,1.0,2.0,2.0,300.2085789921693,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
189.0,3.0,2.0,0.0,1.0,1.0,398.685273976298,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
401.0,4.0,4.0,0.0,4.0,4.0,369.3392789864447,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
0.0,6.0,0.0,1.0,4.0,4.0,379.840690002311,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
391.0,4.0,4.0,0.0,1.0,1.0,480.0015029904898,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
391.0,4.0,4.0,0.0,1.0,1.0,356.0405010066461,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
0.0,5.0,0.0,1.0,3.0,3.0,390.363607002655,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
41.0,5.0,0.5,1.0,2.0,2.0,356.7092530138325,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
52.0,1.0,0.5,0.0,4.0,4.0,360.1996520010289,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
70.0,1.0,0.5,0.0,3.0,3.0,394.1795330028981,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
385.0,8.0,4.0,1.0,1.0,1.0,338.6476610030513,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
185.0,3.0,2.0,0.0,2.0,2.0,314.007898006821,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
0.0,1.0,0.0,0.0,4.0,4.0,282.8875870036427,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
395.0,8.0,4.0,1.0,1.0,1.0,362.720527977217,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
0.0,5.0,0.0,1.0,2.0,2.0,305.1378340169322,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
42.0,1.0,0.5,0.0,3.0,3.0,340.8651259960606,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
213.0,3.0,2.0,0.0,3.0,3.0,406.7938810039777,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
65.0,5.0,0.5,1.0,3.0,3.0,353.5301340161823,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
53.0,5.0,0.5,1.0,1.0,1.0,342.2072760004084,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
0.0,3.0,0.0,0.0,4.0,4.0,365.7388560241088,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
53.0,5.0,0.5,1.0,2.0,2.0,377.4147030198946,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
193.0,3.0,2.0,0.0,1.0,1.0,389.8672829964198,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
62.0,1.0,0.5,0.0,4.0,4.0,398.7869940174278,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
58.0,5.0,0.5,1.0,3.0,3.0,435.6878219987266,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
425.0,8.0,4.0,1.0,2.0,2.0,310.837539989734,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
83.0,6.0,1.0,1.0,4.0,4.0,299.549177987501,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,7.0,0.0,1.0,3.0,3.0,450.1154529862106,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
117.0,2.0,1.0,0.0,2.0,2.0,368.0231379985343,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
57.0,1.0,0.5,0.0,3.0,3.0,470.1249130012002,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
112.0,2.0,1.0,0.0,2.0,2.0,394.650432979688,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,8.0,0.0,1.0,2.0,2.0,381.2697719840798,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
70.0,5.0,0.5,1.0,2.0,2.0,414.7566769970581,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
388.0,4.0,4.0,0.0,1.0,1.0,383.7389769905712,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
86.0,6.0,1.0,1.0,4.0,4.0,438.4844129963312,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
419.0,4.0,4.0,0.0,3.0,3.0,431.4641539822332,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
175.0,3.0,2.0,0.0,4.0,4.0,375.4783809999935,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
205.0,7.0,2.0,1.0,3.0,3.0,386.386318015866,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
0.0,3.0,0.0,0.0,2.0,2.0,331.2903949990868,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
0.0,8.0,0.0,1.0,1.0,1.0,362.5479549809824,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
37.0,5.0,0.5,1.0,4.0,4.0,331.6169830213766,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
390.0,4.0,4.0,0.0,2.0,2.0,342.2529669769574,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
206.0,3.0,2.0,0.0,1.0,1.0,331.5593940205872,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
214.0,7.0,2.0,1.0,4.0,4.0,366.568076016847,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
0.0,5.0,0.0,1.0,2.0,2.0,252.3868010030128,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
96.0,2.0,1.0,0.0,3.0,3.0,332.5381290051155,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
123.0,2.0,1.0,0.0,2.0,2.0,414.6449280087836,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
177.0,7.0,2.0,1.0,1.0,1.0,355.7575040031224,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
187.0,3.0,2.0,0.0,3.0,3.0,368.9834400138352,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
198.0,3.0,2.0,0.0,4.0,4.0,404.2418719909619,1.0,2.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
79.0,6.0,1.0,1.0,3.0,3.0,416.9451099878642,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
76.0,2.0,1.0,0.0,1.0,1.0,425.1118979882449,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
381.0,8.0,4.0,1.0,1.0,1.0,414.7499230166431,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
81.0,2.0,1.0,0.0,3.0,3.0,407.9299129953142,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
107.0,2.0,1.0,0.0,1.0,1.0,462.6547030056827,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,7.0,0.0,1.0,3.0,3.0,450.2027730050031,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
123.0,6.0,1.0,1.0,1.0,1.0,350.069412990706,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
52.0,5.0,0.5,1.0,3.0,3.0,418.3659340196755,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
33.0,1.0,0.5,0.0,2.0,2.0,406.3034249993507,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
177.0,3.0,2.0,0.0,3.0,3.0,332.4328470043838,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
105.0,2.0,1.0,0.0,1.0,1.0,430.0795189919881,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,2.0,0.0,0.0,3.0,3.0,374.965399998473,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
197.0,7.0,2.0,1.0,2.0,2.0,320.5386390036437,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
0.0,4.0,0.0,0.0,3.0,3.0,378.5963680129498,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
79.0,2.0,1.0,0.0,2.0,2.0,409.4505689863581,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
221.0,7.0,2.0,1.0,3.0,3.0,511.64360498660244,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
397.0,8.0,4.0,1.0,4.0,4.0,391.1080270190723,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
78.0,6.0,1.0,1.0,3.0,3.0,378.1877050059847,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
102.0,2.0,1.0,0.0,1.0,1.0,390.0746020080987,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,4.0,0.0,0.0,4.0,4.0,390.6806950108148,1.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
0.0,2.0,0.0,0.0,3.0,3.0,337.8513759816997,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
194.0,3.0,2.0,0.0,3.0,3.0,348.3975880080834,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
125.0,2.0,1.0,0.0,3.0,3.0,425.138007994974,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,1.0,0.0,0.0,4.0,4.0,439.9709249846637,1.0,1.0,phase_1,,,,,,,,,,,,,green,I
96.0,6.0,1.0,1.0,4.0,4.0,404.1876539995428,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
214.0,7.0,2.0,1.0,3.0,3.0,415.788486978272,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
220.0,3.0,2.0,0.0,4.0,4.0,396.9610889907926,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
76.0,2.0,1.0,0.0,4.0,4.0,361.1505760054569,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,7.0,0.0,1.0,1.0,1.0,420.3448690241202,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
106.0,2.0,1.0,0.0,2.0,2.0,386.5698039880954,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,3.0,0.0,0.0,4.0,4.0,410.8751269814092,1.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
392.0,8.0,4.0,1.0,3.0,3.0,398.6277790099848,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
95.0,2.0,1.0,0.0,4.0,4.0,411.0915720229968,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
33.0,5.0,0.5,1.0,3.0,3.0,442.4477469874546,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
73.0,5.0,0.5,1.0,1.0,1.0,366.5998420037795,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
57.0,5.0,0.5,1.0,2.0,2.0,330.8746879920363,1.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
220.0,7.0,2.0,1.0,1.0,1.0,366.5266470052302,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
38.0,5.0,0.5,1.0,4.0,4.0,445.8632570167538,1.0,2.0,phase_1,,,,,,,,,,,,,blue,diamond
412.0,8.0,4.0,1.0,3.0,3.0,458.6323619878385,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
197.0,7.0,2.0,1.0,2.0,2.0,381.6413159947842,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
206.0,7.0,2.0,1.0,2.0,2.0,347.3445599956903,1.0,1.0,phase_1,,,,,,,,,,,,,white,square
205.0,3.0,2.0,0.0,3.0,3.0,446.1687239818275,2.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
410.0,4.0,4.0,0.0,2.0,2.0,377.8723110153805,2.0,1.0,phase_1,,,,,,,,,,,,,gray,circle
405.0,8.0,4.0,1.0,2.0,2.0,365.2191820146981,2.0,1.0,phase_1,,,,,,,,,,,,,cyan,triangle
48.0,1.0,0.5,0.0,1.0,1.0,446.1998369952198,2.0,1.0,phase_1,,,,,,,,,,,,,green,I
0.0,7.0,0.0,1.0,4.0,4.0,514.7688839933835,2.0,1.0,phase_1,,,,,,,,,,,,,white,square
216.0,3.0,2.0,0.0,1.0,1.0,456.02196699474,2.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
107.0,2.0,1.0,0.0,3.0,3.0,535.5761999962851,2.0,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,1.0,0.0,0.0,2.0,2.0,505.51580800674856,2.0,1.0,phase_1,,,,,,,,,,,,,green,I
192.0,3.0,2.0,0.0,2.0,2.0,334.0453249984421,2.0,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
73.0,1.0,0.5,0.0,2.0,2.0,323.3163749973755,2.0,1.0,phase_1,,,,,,,,,,,,,green,I
48.0,5.0,0.5,1.0,3.0,3.0,334.8647509992588,2.0,1.0,phase_1,,,,,,,,,,,,,blue,diamond
