raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,num_trial_presentations,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
192.0,7.0,3.0,1.0,3.0,3.0,465.0412201881408,1.0,1.0,part_1,,,,,,,,,,,,,yellow,square
87.0,6.0,2.0,1.0,4.0,4.0,342.6692616194486,1.0,1.0,part_1,,,,,,,,,,,,,blue,diamond
196.0,7.0,3.0,1.0,1.0,1.0,387.5961434096098,1.0,1.0,part_1,,,,,,,,,,,,,yellow,square
50.0,1.0,1.0,0.0,2.0,2.0,417.8036358207464,1.0,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
415.0,4.0,4.0,0.0,4.0,4.0,335.1108450442552,1.0,1.0,part_1,,,,,,,,,,,,,gray,hexagon
33.0,1.0,1.0,0.0,2.0,2.0,328.5732045769691,1.0,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
409.0,4.0,4.0,0.0,2.0,2.0,311.1381027847528,1.0,1.0,part_1,,,,,,,,,,,,,gray,hexagon
200.0,7.0,3.0,1.0,4.0,4.0,442.3644598573446,1.0,1.0,part_1,,,,,,,,,,,,,yellow,square
0.0,7.0,0.0,1.0,3.0,3.0,366.3561251014471,1.0,1.0,part_1,,,,,,,,,,,,,yellow,square
98.0,6.0,2.0,1.0,1.0,1.0,340.9337569028139,1.0,1.0,part_1,,,,,,,,,,,,,blue,diamond
0.0,6.0,0.0,1.0,3.0,3.0,328.711474314332,1.0,1.0,part_1,,,,,,,,,,,,,blue,diamond
95.0,6.0,2.0,1.0,2.0,2.0,284.5897208899259,1.0,1.0,part_1,,,,,,,,,,,,,blue,diamond
395.0,8.0,4.0,1.0,2.0,2.0,364.3812760710716,1.0,1.0,part_1,,,,,,,,,,,,,green,I
404.0,4.0,4.0,0.0,2.0,2.0,281.1798267066479,1.0,1.0,part_1,,,,,,,,,,,,,gray,hexagon
93.0,2.0,2.0,0.0,4.0,4.0,412.1780600398779,1.0,1.0,part_1,,,,,,,,,,,,,magenta,circle
