raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,num_trial_presentations,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
77.0,2.0,1.0,0.0,3.0,3.0,529.585755430162,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
106.0,2.0,1.0,0.0,2.0,2.0,329.606874845922,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
211.0,7.0,2.0,1.0,4.0,4.0,344.8359528556466,1.0,1.0,phase_1,,,,,,,,,,,,,blue,I
46.0,5.0,0.5,1.0,4.0,4.0,405.1232943311333,1.0,1.0,phase_1,,,,,,,,,,,,,gray,square
62.0,5.0,0.5,1.0,1.0,1.0,345.7895359024405,1.0,1.0,phase_1,,,,,,,,,,,,,gray,square
211.0,3.0,2.0,0.0,1.0,1.0,350.8952502161264,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,flipped triangle
36.0,1.0,0.5,0.0,2.0,2.0,333.0015391111374,1.0,1.0,phase_1,,,,,,,,,,,,,green,triangle
0.0,2.0,0.0,0.0,2.0,2.0,374.2915913462639,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
0.0,2.0,0.0,0.0,4.0,4.0,309.8591202870011,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
51.0,1.0,0.5,0.0,2.0,2.0,335.8381912112236,1.0,1.0,phase_1,,,,,,,,,,,,,green,triangle
48.0,5.0,0.5,1.0,2.0,2.0,351.9012415781617,1.0,1.0,phase_1,,,,,,,,,,,,,gray,square
119.0,2.0,1.0,0.0,1.0,1.0,387.5774191692471,1.0,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
223.0,7.0,2.0,1.0,1.0,1.0,310.0940668955445,1.0,1.0,phase_1,,,,,,,,,,,,,blue,I
406.0,4.0,4.0,0.0,1.0,1.0,412.9129648208618,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
200.0,3.0,2.0,0.0,3.0,3.0,399.1649346426129,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,flipped triangle
92.0,6.0,1.0,1.0,3.0,3.0,486.7991851642728,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,cross
78.0,6.0,1.0,1.0,1.0,1.0,396.074702963233,1.0,1.0,phase_1,,,,,,,,,,,,,magenta,cross
423.0,8.0,4.0,1.0,2.0,2.0,350.7955614477396,1.0,1.0,phase_1,,,,,,,,,,,,,white,diamond
0.0,4.0,0.0,0.0,3.0,3.0,453.7164717912674,1.0,1.0,phase_1,,,,,,,,,,,,,orange,circle
220.0,3.0,2.0,0.0,3.0,3.0,502.238548360765,1.0,1.0,phase_1,,,,,,,,,,,,,cyan,flipped triangle
