raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
34.0,1.0,1.0,1,3.0,3.0,484.175920486,1.0,phase_1,,,,,,,,,,,,,white,triangle
222.0,3.0,3.0,1,4.0,4.0,450.904130936,1.0,phase_1,,,,,,,,,,,,,magenta,square
67.0,5.0,1.0,0,3.0,3.0,401.29899978599997,1.0,phase_1,,,,,,,,,,,,,blue,flipped triangle
178.0,7.0,3.0,0,4.0,4.0,467.94509887699996,1.0,phase_1,,,,,,,,,,,,,yellow,circle
208.0,7.0,3.0,0,1.0,1.0,350.665092468,1.0,phase_1,,,,,,,,,,,,,yellow,circle
409.0,4.0,4.0,0,2.0,2.0,484.21311378499996,1.0,phase_1,,,,,,,,,,,,,orange,line
38.0,1.0,1.0,1,3.0,3.0,334.568977356,1.0,phase_1,,,,,,,,,,,,,white,triangle
62.0,1.0,1.0,1,1.0,1.0,350.540876389,1.0,phase_1,,,,,,,,,,,,,white,triangle
122.0,2.0,2.0,0,4.0,4.0,334.004163742,1.0,phase_1,,,,,,,,,,,,,green,cross
179.0,7.0,3.0,0,4.0,4.0,384.493112564,1.0,phase_1,,,,,,,,,,,,,yellow,circle
104.0,6.0,2.0,1,3.0,3.0,384.42492485,1.0,phase_1,,,,,,,,,,,,,cyan,hexagon
191.0,3.0,3.0,1,2.0,2.0,384.112119675,1.0,phase_1,,,,,,,,,,,,,magenta,square
421.0,8.0,4.0,1,1.0,1.0,334.137916565,1.0,phase_1,,,,,,,,,,,,,gray,diamond
0.0,8.0,0.0,1,3.0,3.0,351.161956787,1.0,phase_1,,,,,,,,,,,,,gray,diamond
0.0,8.0,0.0,1,2.0,2.0,350.912094116,1.0,phase_1,,,,,,,,,,,,,gray,diamond
181.0,3.0,3.0,1,2.0,2.0,367.24901199299995,1.0,phase_1,,,,,,,,,,,,,magenta,square
77.0,2.0,2.0,0,2.0,2.0,367.567062378,1.0,phase_1,,,,,,,,,,,,,green,cross
75.0,6.0,2.0,1,3.0,3.0,434.576034546,1.0,phase_1,,,,,,,,,,,,,cyan,hexagon
105.0,6.0,2.0,1,4.0,4.0,418.17402839700003,1.0,phase_1,,,,,,,,,,,,,cyan,hexagon
383.0,4.0,4.0,0,1.0,1.0,400.54297447199997,1.0,phase_1,,,,,,,,,,,,,orange,line
391.0,8.0,4.0,1,3.0,3.0,350.771188736,1.0,phase_1,,,,,,,,,,,,,gray,diamond
0.0,5.0,0.0,0,3.0,3.0,401.515960693,1.0,phase_1,,,,,,,,,,,,,blue,flipped triangle
