stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
4.0,1,1.0,1.0,517.6150798799999,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
1.0,1,2.0,2.0,333.18901062,1.0,part_1,,,,,,,,,,,,,cyan,cross
1.0,1,2.0,2.0,434.593915939,1.0,part_1,,,,,,,,,,,,,cyan,cross
0.5,0,1.0,1.0,367.29717254599996,1.0,part_1,,,,,,,,,,,,,white,line
1.0,1,3.0,3.0,367.69914627099996,1.0,part_1,,,,,,,,,,,,,cyan,cross
0.5,1,3.0,3.0,367.729187012,1.0,part_1,,,,,,,,,,,,,orange,circle
2.0,0,3.0,3.0,350.70705413800005,1.0,part_1,,,,,,,,,,,,,gray,square
2.0,0,1.0,1.0,400.788068771,1.0,part_1,,,,,,,,,,,,,gray,square
1.0,1,3.0,3.0,433.730125427,1.0,part_1,,,,,,,,,,,,,cyan,cross
0.5,0,2.0,2.0,334.52296257,1.0,part_1,,,,,,,,,,,,,white,line
4.0,1,4.0,4.0,383.635044098,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
2.0,1,2.0,2.0,434.470176697,1.0,part_1,,,,,,,,,,,,,green,diamond
2.0,1,3.0,3.0,351.182937622,1.0,part_1,,,,,,,,,,,,,green,diamond
4.0,0,3.0,3.0,384.416818619,1.0,part_1,,,,,,,,,,,,,blue,triangle
4.0,0,4.0,4.0,434.740066528,1.0,part_1,,,,,,,,,,,,,blue,triangle
4.0,1,4.0,4.0,367.92397499099997,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
0.5,0,2.0,2.0,433.805942535,1.0,part_1,,,,,,,,,,,,,white,line
0.5,0,4.0,4.0,350.471973419,1.0,part_1,,,,,,,,,,,,,white,line
2.0,0,2.0,2.0,367.491006851,1.0,part_1,,,,,,,,,,,,,gray,square
