stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
0.5,0,4.0,4.0,884.809970856,1.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,1,4.0,4.0,434.639930725,1.0,part_1,,,,,,,,,,,,,gray,cross
4.0,0,4.0,4.0,367.303133011,1.0,part_1,,,,,,,,,,,,,blue,circle
4.0,0,2.0,2.0,317.37303733799996,1.0,part_1,,,,,,,,,,,,,blue,circle
4.0,0,2.0,2.0,284.07716751099997,1.0,part_1,,,,,,,,,,,,,blue,circle
1.0,0,2.0,2.0,351.084947586,1.0,part_1,,,,,,,,,,,,,cyan,flipped triangle
2.0,0,2.0,2.0,334.3501091,1.0,part_1,,,,,,,,,,,,,green,diamond
1.0,0,2.0,2.0,350.780963898,1.0,part_1,,,,,,,,,,,,,cyan,flipped triangle
4.0,1,1.0,1.0,901.766061783,1.0,part_1,,,,,,,,,,,,,yellow,line
2.0,1,1.0,1.0,367.557048798,1.0,part_1,,,,,,,,,,,,,gray,cross
1.0,1,4.0,4.0,401.086091995,1.0,part_1,,,,,,,,,,,,,orange,triangle
1.0,1,1.0,1.0,334.038972855,1.0,part_1,,,,,,,,,,,,,orange,triangle
4.0,0,4.0,4.0,334.33103561400003,1.0,part_1,,,,,,,,,,,,,blue,circle
0.5,1,2.0,2.0,333.950042725,1.0,part_1,,,,,,,,,,,,,magenta,square
0.5,1,2.0,2.0,534.102201462,1.0,part_1,,,,,,,,,,,,,magenta,square
2.0,0,3.0,3.0,401.031017303,1.0,part_1,,,,,,,,,,,,,green,diamond
2.0,0,1.0,1.0,317.44408607500003,1.0,part_1,,,,,,,,,,,,,green,diamond
4.0,1,2.0,2.0,317.758083344,1.0,part_1,,,,,,,,,,,,,yellow,line
4.0,0,1.0,1.0,317.941904068,1.0,part_1,,,,,,,,,,,,,blue,circle
4.0,0,3.0,3.0,433.97092819200003,1.0,part_1,,,,,,,,,,,,,blue,circle
1.0,1,3.0,3.0,434.29899215700004,1.0,part_1,,,,,,,,,,,,,orange,triangle
1.0,0,1.0,1.0,367.053985596,1.0,part_1,,,,,,,,,,,,,cyan,flipped triangle
2.0,0,1.0,1.0,367.782115936,1.0,part_1,,,,,,,,,,,,,green,diamond
2.0,1,2.0,2.0,317.99411773699995,1.0,part_1,,,,,,,,,,,,,gray,cross
1.0,0,1.0,1.0,367.901086807,1.0,part_1,,,,,,,,,,,,,cyan,flipped triangle
2.0,0,3.0,3.0,400.73895454399997,1.0,part_1,,,,,,,,,,,,,green,diamond
