stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
4.0,1,1.0,1.0,534.712076187,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
4.0,1,4.0,4.0,450.72388649,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,0,4.0,4.0,484.30204391499996,1.0,part_1,,,,,,,,,,,,,cyan,circle
4.0,0,4.0,4.0,467.84901619000004,1.0,part_1,,,,,,,,,,,,,orange,line
2.0,0,3.0,3.0,501.188993454,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,1,4.0,4.0,468.027114868,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,1,3.0,3.0,551.490068436,1.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,1,4.0,4.0,384.410858154,1.0,part_1,,,,,,,,,,,,,yellow,triangle
4.0,0,2.0,2.0,484.603881836,1.0,part_1,,,,,,,,,,,,,orange,line
2.0,0,1.0,1.0,517.52614975,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,0,2.0,2.0,384.919166565,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,0,3.0,3.0,384.609937668,1.0,part_1,,,,,,,,,,,,,blue,square
1.0,0,3.0,3.0,400.75492858900003,1.0,part_1,,,,,,,,,,,,,cyan,circle
2.0,0,3.0,3.0,417.09280014,1.0,part_1,,,,,,,,,,,,,blue,square
0.5,1,3.0,3.0,417.455911636,1.0,part_1,,,,,,,,,,,,,gray,diamond
0.5,1,1.0,1.0,434.111833572,1.0,part_1,,,,,,,,,,,,,gray,diamond
4.0,0,2.0,2.0,450.678825378,1.0,part_1,,,,,,,,,,,,,orange,line
4.0,0,1.0,1.0,384.691953659,1.0,part_1,,,,,,,,,,,,,orange,line
0.5,0,4.0,4.0,334.332942963,1.0,part_1,,,,,,,,,,,,,magenta,cross
2.0,1,4.0,4.0,501.190900803,1.0,part_1,,,,,,,,,,,,,yellow,triangle
4.0,0,1.0,1.0,450.417041779,1.0,part_1,,,,,,,,,,,,,orange,line
4.0,1,2.0,2.0,484.25412178,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
2.0,1,1.0,1.0,401.03888511699995,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,1,4.0,4.0,484.67397689800003,1.0,part_1,,,,,,,,,,,,,white,hexagon
1.0,0,1.0,1.0,417.51408577,1.0,part_1,,,,,,,,,,,,,cyan,circle
1.0,0,4.0,4.0,450.543880463,1.0,part_1,,,,,,,,,,,,,cyan,circle
2.0,1,4.0,4.0,450.520992279,1.0,part_1,,,,,,,,,,,,,yellow,triangle
4.0,1,1.0,1.0,351.222038269,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
2.0,0,2.0,2.0,468.492031097,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,1,4.0,4.0,433.97903442399996,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
4.0,0,3.0,3.0,451.04193687400004,1.0,part_1,,,,,,,,,,,,,orange,line
2.0,1,2.0,2.0,468.101978302,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,0,1.0,1.0,501.188993454,1.0,part_1,,,,,,,,,,,,,cyan,circle
0.5,1,2.0,2.0,434.309959412,1.0,part_1,,,,,,,,,,,,,gray,diamond
2.0,0,2.0,2.0,400.892972946,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,0,3.0,3.0,501.10411644,1.0,part_1,,,,,,,,,,,,,orange,line
4.0,1,2.0,2.0,434.807062149,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,1,3.0,3.0,434.594869614,1.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,1,4.0,4.0,483.685970306,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,1,1.0,1.0,434.40294265700004,1.0,part_1,,,,,,,,,,,,,white,hexagon
4.0,1,2.0,2.0,467.696905136,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,0,4.0,4.0,501.167058945,1.0,part_1,,,,,,,,,,,,,cyan,circle
0.5,0,1.0,1.0,417.140007019,1.0,part_1,,,,,,,,,,,,,magenta,cross
2.0,0,4.0,4.0,467.43893623400004,1.0,part_1,,,,,,,,,,,,,blue,square
0.5,1,3.0,3.0,384.203910828,1.0,part_1,,,,,,,,,,,,,gray,diamond
4.0,1,4.0,4.0,451.12490654,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,1,2.0,2.0,367.425918579,1.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,0,4.0,4.0,334.25784111,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,0,4.0,4.0,417.513847351,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,0,1.0,1.0,451.053142548,1.0,part_1,,,,,,,,,,,,,orange,line
1.0,0,4.0,4.0,417.684078217,1.0,part_1,,,,,,,,,,,,,cyan,circle
1.0,1,3.0,3.0,434.607982635,1.0,part_1,,,,,,,,,,,,,white,hexagon
1.0,1,1.0,1.0,467.274904251,1.0,part_1,,,,,,,,,,,,,white,hexagon
0.5,0,3.0,3.0,417.438030243,1.0,part_1,,,,,,,,,,,,,magenta,cross
1.0,1,1.0,1.0,368.165969849,1.0,part_1,,,,,,,,,,,,,white,hexagon
4.0,0,1.0,1.0,518.000125885,1.0,part_1,,,,,,,,,,,,,orange,line
0.5,1,4.0,4.0,518.037080765,1.0,part_1,,,,,,,,,,,,,gray,diamond
0.5,1,2.0,2.0,417.732000351,1.0,part_1,,,,,,,,,,,,,gray,diamond
2.0,0,3.0,3.0,450.911998749,1.0,part_1,,,,,,,,,,,,,blue,square
1.0,1,2.0,2.0,467.69499778700003,1.0,part_1,,,,,,,,,,,,,white,hexagon
0.5,0,3.0,3.0,468.31703186,1.0,part_1,,,,,,,,,,,,,magenta,cross
0.5,1,3.0,3.0,633.99720192,1.0,part_1,,,,,,,,,,,,,gray,diamond
2.0,0,1.0,1.0,400.804042816,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,0,4.0,4.0,417.411088943,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,0,2.0,2.0,517.5058841709999,1.0,part_1,,,,,,,,,,,,,orange,line
0.5,1,4.0,4.0,584.6660137179999,1.0,part_1,,,,,,,,,,,,,gray,diamond
0.5,0,4.0,4.0,518.0768966669999,1.0,part_1,,,,,,,,,,,,,magenta,cross
0.5,0,4.0,4.0,467.557191849,1.0,part_1,,,,,,,,,,,,,magenta,cross
1.0,0,2.0,2.0,417.489051819,1.0,part_1,,,,,,,,,,,,,cyan,circle
2.0,1,1.0,1.0,417.422056198,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,0,2.0,2.0,500.78892707800003,1.0,part_1,,,,,,,,,,,,,cyan,circle
1.0,0,4.0,4.0,667.9341793059999,1.0,part_1,,,,,,,,,,,,,cyan,circle
4.0,1,3.0,3.0,450.772047043,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
0.5,1,3.0,3.0,467.834234238,1.0,part_1,,,,,,,,,,,,,gray,diamond
1.0,0,2.0,2.0,467.56005287199997,1.0,part_1,,,,,,,,,,,,,cyan,circle
1.0,0,2.0,2.0,518.064975739,1.0,part_1,,,,,,,,,,,,,cyan,circle
2.0,0,3.0,3.0,417.495965958,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,1,1.0,1.0,551.750898361,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,0,3.0,3.0,450.828075409,1.0,part_1,,,,,,,,,,,,,cyan,circle
2.0,0,2.0,2.0,434.67998504599996,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,1,1.0,1.0,435.127973557,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
2.0,1,3.0,3.0,485.08691787699996,1.0,part_1,,,,,,,,,,,,,yellow,triangle
0.5,0,4.0,4.0,751.4011859889999,1.0,part_1,,,,,,,,,,,,,magenta,cross
2.0,0,1.0,1.0,467.45800972,1.0,part_1,,,,,,,,,,,,,blue,square
0.5,1,3.0,3.0,485.044956207,1.0,part_1,,,,,,,,,,,,,gray,diamond
2.0,0,3.0,3.0,501.13606452899995,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,0,1.0,1.0,517.287015915,1.0,part_1,,,,,,,,,,,,,orange,line
4.0,0,1.0,1.0,451.698064804,1.0,part_1,,,,,,,,,,,,,orange,line
4.0,1,2.0,2.0,450.925827026,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
4.0,1,1.0,1.0,617.780923843,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
0.5,0,2.0,2.0,417.45615005499997,1.0,part_1,,,,,,,,,,,,,magenta,cross
1.0,0,1.0,1.0,483.840942383,1.0,part_1,,,,,,,,,,,,,cyan,circle
4.0,1,3.0,3.0,450.51407814,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
2.0,1,2.0,2.0,434.19194221500004,1.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,1,2.0,2.0,400.705099106,1.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,0,2.0,2.0,468.07909011799995,1.0,part_1,,,,,,,,,,,,,blue,square
1.0,1,3.0,3.0,417.535066605,1.0,part_1,,,,,,,,,,,,,white,hexagon
0.5,0,1.0,1.0,367.32196807900004,1.0,part_1,,,,,,,,,,,,,magenta,cross
1.0,1,2.0,2.0,467.58413314800003,1.0,part_1,,,,,,,,,,,,,white,hexagon
1.0,1,3.0,3.0,417.68980026199995,1.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,1,2.0,2.0,451.441049576,2.0,part_1,,,,,,,,,,,,,yellow,triangle
0.5,0,3.0,3.0,417.787075043,2.0,part_1,,,,,,,,,,,,,magenta,cross
1.0,1,1.0,1.0,367.481946945,2.0,part_1,,,,,,,,,,,,,white,hexagon
4.0,1,3.0,3.0,451.49183273299997,2.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,1,3.0,3.0,384.341001511,2.0,part_1,,,,,,,,,,,,,white,hexagon
0.5,0,3.0,3.0,417.49691963199996,2.0,part_1,,,,,,,,,,,,,magenta,cross
2.0,1,2.0,2.0,318.112134933,2.0,part_1,,,,,,,,,,,,,yellow,triangle
0.5,1,3.0,3.0,433.50195884699997,2.0,part_1,,,,,,,,,,,,,gray,diamond
2.0,1,2.0,2.0,400.24900436400003,2.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,1,3.0,3.0,351.06086731000005,2.0,part_1,,,,,,,,,,,,,white,hexagon
1.0,0,3.0,3.0,434.25989151,2.0,part_1,,,,,,,,,,,,,cyan,circle
4.0,0,1.0,1.0,551.558971405,2.0,part_1,,,,,,,,,,,,,orange,line
0.5,1,2.0,2.0,517.668008804,2.0,part_1,,,,,,,,,,,,,gray,diamond
4.0,0,4.0,4.0,584.537029266,2.0,part_1,,,,,,,,,,,,,orange,line
0.5,0,1.0,1.0,417.684078217,2.0,part_1,,,,,,,,,,,,,magenta,cross
4.0,0,1.0,1.0,418.256998062,2.0,part_1,,,,,,,,,,,,,orange,line
1.0,0,4.0,4.0,467.669963837,2.0,part_1,,,,,,,,,,,,,cyan,circle
1.0,0,2.0,2.0,350.844860077,2.0,part_1,,,,,,,,,,,,,cyan,circle
0.5,0,4.0,4.0,500.907897949,2.0,part_1,,,,,,,,,,,,,magenta,cross
1.0,0,2.0,2.0,451.2591362,2.0,part_1,,,,,,,,,,,,,cyan,circle
0.5,1,3.0,3.0,551.054000854,2.0,part_1,,,,,,,,,,,,,gray,diamond
0.5,0,1.0,1.0,450.55603980999996,2.0,part_1,,,,,,,,,,,,,magenta,cross
0.5,1,1.0,1.0,484.133958817,2.0,part_1,,,,,,,,,,,,,gray,diamond
1.0,1,2.0,2.0,417.953968048,2.0,part_1,,,,,,,,,,,,,white,hexagon
0.5,1,4.0,4.0,451.232194901,2.0,part_1,,,,,,,,,,,,,gray,diamond
0.5,0,2.0,2.0,384.103059769,2.0,part_1,,,,,,,,,,,,,magenta,cross
2.0,1,4.0,4.0,517.305850983,2.0,part_1,,,,,,,,,,,,,yellow,triangle
2.0,1,4.0,4.0,534.203052521,2.0,part_1,,,,,,,,,,,,,yellow,triangle
2.0,1,4.0,4.0,501.502990723,2.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,1,4.0,4.0,550.857067108,2.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,1,3.0,3.0,484.541893005,2.0,part_1,,,,,,,,,,,,,yellow,triangle
0.5,0,4.0,4.0,534.352064133,2.0,part_1,,,,,,,,,,,,,magenta,cross
2.0,1,2.0,2.0,417.33789444,2.0,part_1,,,,,,,,,,,,,yellow,triangle
1.0,0,4.0,4.0,500.962018967,2.0,part_1,,,,,,,,,,,,,cyan,circle
0.5,1,1.0,1.0,401.388883591,2.0,part_1,,,,,,,,,,,,,gray,diamond
1.0,1,3.0,3.0,383.795976639,2.0,part_1,,,,,,,,,,,,,white,hexagon
2.0,1,1.0,1.0,384.521961212,2.0,part_1,,,,,,,,,,,,,yellow,triangle
4.0,0,2.0,2.0,400.650024414,2.0,part_1,,,,,,,,,,,,,orange,line
1.0,1,1.0,1.0,433.901071548,2.0,part_1,,,,,,,,,,,,,white,hexagon
