raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
186.0,3.0,2.0,0,3.0,3.0,467.714071274,1.0,phase_1,,,,,,,,,,,,,yellow,line
415.0,4.0,4.0,1,4.0,4.0,434.271097183,1.0,phase_1,,,,,,,,,,,,,gray,triangle
0.0,6.0,0.0,0,3.0,3.0,384.30809974699997,1.0,phase_1,,,,,,,,,,,,,blue,circle
90.0,2.0,1.0,1,2.0,2.0,367.574930191,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
105.0,6.0,1.0,0,2.0,2.0,434.60893631000005,1.0,phase_1,,,,,,,,,,,,,blue,circle
0.0,1.0,0.0,1,3.0,3.0,400.892972946,1.0,phase_1,,,,,,,,,,,,,cyan,cross
110.0,6.0,1.0,0,3.0,3.0,384.67383384699997,1.0,phase_1,,,,,,,,,,,,,blue,circle
110.0,2.0,1.0,1,3.0,3.0,333.863019943,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
103.0,6.0,1.0,0,3.0,3.0,433.945178986,1.0,phase_1,,,,,,,,,,,,,blue,circle
397.0,4.0,4.0,1,4.0,4.0,367.626905441,1.0,phase_1,,,,,,,,,,,,,gray,triangle
389.0,8.0,4.0,0,4.0,4.0,400.782108307,1.0,phase_1,,,,,,,,,,,,,white,diamond
0.0,1.0,0.0,1,3.0,3.0,367.3350811,1.0,phase_1,,,,,,,,,,,,,cyan,cross
222.0,3.0,2.0,0,4.0,4.0,350.796937943,1.0,phase_1,,,,,,,,,,,,,yellow,line
401.0,4.0,4.0,1,1.0,1.0,417.722940445,1.0,phase_1,,,,,,,,,,,,,gray,triangle
0.0,8.0,0.0,0,1.0,1.0,350.888967514,1.0,phase_1,,,,,,,,,,,,,white,diamond
378.0,4.0,4.0,1,4.0,4.0,384.074926376,1.0,phase_1,,,,,,,,,,,,,gray,triangle
404.0,8.0,4.0,0,3.0,3.0,383.903980255,1.0,phase_1,,,,,,,,,,,,,white,diamond
32.0,1.0,0.5,1,4.0,4.0,434.695959091,1.0,phase_1,,,,,,,,,,,,,cyan,cross
0.0,3.0,0.0,0,4.0,4.0,384.369850159,1.0,phase_1,,,,,,,,,,,,,yellow,line
66.0,5.0,0.5,0,4.0,4.0,401.053905487,1.0,phase_1,,,,,,,,,,,,,magenta,square
221.0,7.0,2.0,1,1.0,1.0,450.72889327999997,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
123.0,2.0,1.0,1,3.0,3.0,384.010076523,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
116.0,6.0,1.0,0,3.0,3.0,367.209911346,1.0,phase_1,,,,,,,,,,,,,blue,circle
33.0,1.0,0.5,1,1.0,1.0,433.95400047299995,1.0,phase_1,,,,,,,,,,,,,cyan,cross
410.0,4.0,4.0,1,4.0,4.0,451.259851456,1.0,phase_1,,,,,,,,,,,,,gray,triangle
216.0,3.0,2.0,0,3.0,3.0,401.18908882100004,1.0,phase_1,,,,,,,,,,,,,yellow,line
41.0,5.0,0.5,0,4.0,4.0,384.36102867100004,1.0,phase_1,,,,,,,,,,,,,magenta,square
401.0,8.0,4.0,0,4.0,4.0,383.84199142499995,1.0,phase_1,,,,,,,,,,,,,white,diamond
187.0,7.0,2.0,1,1.0,1.0,434.086799622,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
0.0,5.0,0.0,0,1.0,1.0,400.902986526,1.0,phase_1,,,,,,,,,,,,,magenta,square
0.0,4.0,0.0,1,3.0,3.0,434.22198295600003,1.0,phase_1,,,,,,,,,,,,,gray,triangle
56.0,5.0,0.5,0,2.0,2.0,350.378036499,1.0,phase_1,,,,,,,,,,,,,magenta,square
398.0,4.0,4.0,1,1.0,1.0,434.1609478,1.0,phase_1,,,,,,,,,,,,,gray,triangle
37.0,1.0,0.5,1,2.0,2.0,368.15690994299996,1.0,phase_1,,,,,,,,,,,,,cyan,cross
179.0,7.0,2.0,1,4.0,4.0,400.993824005,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
69.0,1.0,0.5,1,3.0,3.0,367.661952972,1.0,phase_1,,,,,,,,,,,,,cyan,cross
120.0,2.0,1.0,1,2.0,2.0,401.108980179,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
208.0,3.0,2.0,0,2.0,2.0,367.78497695899995,1.0,phase_1,,,,,,,,,,,,,yellow,line
0.0,3.0,0.0,0,1.0,1.0,350.749015808,1.0,phase_1,,,,,,,,,,,,,yellow,line
54.0,1.0,0.5,1,1.0,1.0,384.81521606399997,1.0,phase_1,,,,,,,,,,,,,cyan,cross
192.0,3.0,2.0,0,4.0,4.0,384.59610939,1.0,phase_1,,,,,,,,,,,,,yellow,line
406.0,4.0,4.0,1,1.0,1.0,434.057950974,1.0,phase_1,,,,,,,,,,,,,gray,triangle
105.0,2.0,1.0,1,4.0,4.0,384.557008743,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
199.0,3.0,2.0,0,2.0,2.0,367.47312545799997,1.0,phase_1,,,,,,,,,,,,,yellow,line
34.0,1.0,0.5,1,2.0,2.0,334.181070328,1.0,phase_1,,,,,,,,,,,,,cyan,cross
28.0,1.0,0.5,1,1.0,1.0,367.009878159,1.0,phase_1,,,,,,,,,,,,,cyan,cross
184.0,7.0,2.0,1,2.0,2.0,300.55713653600003,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
26.0,5.0,0.5,0,3.0,3.0,367.285013199,1.0,phase_1,,,,,,,,,,,,,magenta,square
398.0,4.0,4.0,1,3.0,3.0,367.457151413,1.0,phase_1,,,,,,,,,,,,,gray,triangle
0.0,1.0,0.0,1,1.0,1.0,400.98810195899995,1.0,phase_1,,,,,,,,,,,,,cyan,cross
49.0,1.0,0.5,1,1.0,1.0,400.909900665,1.0,phase_1,,,,,,,,,,,,,cyan,cross
42.0,1.0,0.5,1,3.0,3.0,350.888967514,1.0,phase_1,,,,,,,,,,,,,cyan,cross
0.0,6.0,0.0,0,1.0,1.0,450.90389251700003,1.0,phase_1,,,,,,,,,,,,,blue,circle
388.0,8.0,4.0,0,2.0,2.0,417.40417480499997,1.0,phase_1,,,,,,,,,,,,,white,diamond
85.0,2.0,1.0,1,2.0,2.0,417.37794876099997,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
397.0,8.0,4.0,0,2.0,2.0,384.387969971,1.0,phase_1,,,,,,,,,,,,,white,diamond
178.0,7.0,2.0,1,3.0,3.0,334.074020386,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
116.0,6.0,1.0,0,2.0,2.0,384.714841843,1.0,phase_1,,,,,,,,,,,,,blue,circle
33.0,5.0,0.5,0,2.0,2.0,317.580938339,1.0,phase_1,,,,,,,,,,,,,magenta,square
205.0,7.0,2.0,1,1.0,1.0,350.79908371,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
383.0,8.0,4.0,0,4.0,4.0,351.248979568,1.0,phase_1,,,,,,,,,,,,,white,diamond
395.0,8.0,4.0,0,4.0,4.0,367.447137833,1.0,phase_1,,,,,,,,,,,,,white,diamond
407.0,8.0,4.0,0,4.0,4.0,334.2461586,1.0,phase_1,,,,,,,,,,,,,white,diamond
197.0,3.0,2.0,0,4.0,4.0,367.521047592,1.0,phase_1,,,,,,,,,,,,,yellow,line
0.0,7.0,0.0,1,2.0,2.0,434.175014496,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
208.0,3.0,2.0,0,2.0,2.0,367.40899086,1.0,phase_1,,,,,,,,,,,,,yellow,line
195.0,7.0,2.0,1,2.0,2.0,367.474079132,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
214.0,3.0,2.0,0,3.0,3.0,334.12694931,1.0,phase_1,,,,,,,,,,,,,yellow,line
0.0,4.0,0.0,1,1.0,1.0,333.877086639,1.0,phase_1,,,,,,,,,,,,,gray,triangle
0.0,5.0,0.0,0,3.0,3.0,334.12289619399996,1.0,phase_1,,,,,,,,,,,,,magenta,square
94.0,2.0,1.0,1,4.0,4.0,400.55513382000004,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
0.0,2.0,0.0,1,2.0,2.0,333.96387100199996,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
220.0,3.0,2.0,0,4.0,4.0,350.54302215599995,1.0,phase_1,,,,,,,,,,,,,yellow,line
410.0,4.0,4.0,1,4.0,4.0,467.60892867999996,1.0,phase_1,,,,,,,,,,,,,gray,triangle
115.0,2.0,1.0,1,1.0,1.0,350.84104537999997,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
0.0,7.0,0.0,1,4.0,4.0,383.983135223,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
60.0,5.0,0.5,0,2.0,2.0,350.88300704999995,1.0,phase_1,,,,,,,,,,,,,magenta,square
399.0,8.0,4.0,0,3.0,3.0,350.739955902,1.0,phase_1,,,,,,,,,,,,,white,diamond
29.0,1.0,0.5,1,2.0,2.0,317.424058914,1.0,phase_1,,,,,,,,,,,,,cyan,cross
0.0,3.0,0.0,0,4.0,4.0,384.23895835900004,1.0,phase_1,,,,,,,,,,,,,yellow,line
0.0,3.0,0.0,0,2.0,2.0,317.73614883399995,1.0,phase_1,,,,,,,,,,,,,yellow,line
189.0,3.0,2.0,0,1.0,1.0,317.591190338,1.0,phase_1,,,,,,,,,,,,,yellow,line
0.0,6.0,0.0,0,1.0,1.0,334.228992462,1.0,phase_1,,,,,,,,,,,,,blue,circle
65.0,5.0,0.5,0,2.0,2.0,417.89317130999996,1.0,phase_1,,,,,,,,,,,,,magenta,square
421.0,8.0,4.0,0,3.0,3.0,333.979845047,1.0,phase_1,,,,,,,,,,,,,white,diamond
396.0,4.0,4.0,1,4.0,4.0,367.615938187,1.0,phase_1,,,,,,,,,,,,,gray,triangle
184.0,3.0,2.0,0,4.0,4.0,384.613037109,1.0,phase_1,,,,,,,,,,,,,yellow,line
376.0,8.0,4.0,0,1.0,1.0,367.392063141,1.0,phase_1,,,,,,,,,,,,,white,diamond
393.0,4.0,4.0,1,3.0,3.0,351.171970367,1.0,phase_1,,,,,,,,,,,,,gray,triangle
79.0,6.0,1.0,0,2.0,2.0,367.829084396,1.0,phase_1,,,,,,,,,,,,,blue,circle
35.0,1.0,0.5,1,1.0,1.0,417.516946793,1.0,phase_1,,,,,,,,,,,,,cyan,cross
0.0,5.0,0.0,0,1.0,1.0,367.484807968,1.0,phase_1,,,,,,,,,,,,,magenta,square
58.0,1.0,0.5,1,2.0,2.0,350.382089615,1.0,phase_1,,,,,,,,,,,,,cyan,cross
66.0,1.0,0.5,1,3.0,3.0,451.273918152,1.0,phase_1,,,,,,,,,,,,,cyan,cross
0.0,8.0,0.0,0,2.0,2.0,317.315101624,1.0,phase_1,,,,,,,,,,,,,white,diamond
188.0,3.0,2.0,0,1.0,1.0,300.70495605499997,1.0,phase_1,,,,,,,,,,,,,yellow,line
415.0,8.0,4.0,0,1.0,1.0,283.92219543500005,1.0,phase_1,,,,,,,,,,,,,white,diamond
375.0,4.0,4.0,1,3.0,3.0,350.807905197,1.0,phase_1,,,,,,,,,,,,,gray,triangle
211.0,3.0,2.0,0,1.0,1.0,300.518035889,1.0,phase_1,,,,,,,,,,,,,yellow,line
181.0,7.0,2.0,1,3.0,3.0,300.776004791,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
29.0,5.0,0.5,0,1.0,1.0,417.45996475199996,2.0,phase_1,,,,,,,,,,,,,magenta,square
199.0,7.0,2.0,1,1.0,1.0,351.068973541,2.0,phase_1,,,,,,,,,,,,,orange,hexagon
198.0,7.0,2.0,1,4.0,4.0,384.644031525,2.0,phase_1,,,,,,,,,,,,,orange,hexagon
205.0,7.0,2.0,1,2.0,2.0,333.385944366,2.0,phase_1,,,,,,,,,,,,,orange,hexagon
66.0,5.0,0.5,0,4.0,4.0,301.354885101,2.0,phase_1,,,,,,,,,,,,,magenta,square
78.0,2.0,1.0,1,1.0,1.0,317.40713119500003,2.0,phase_1,,,,,,,,,,,,,green,flipped triangle
118.0,2.0,1.0,1,1.0,1.0,367.585897446,2.0,phase_1,,,,,,,,,,,,,green,flipped triangle
389.0,8.0,4.0,0,4.0,4.0,333.81986617999996,2.0,phase_1,,,,,,,,,,,,,white,diamond
119.0,6.0,1.0,0,2.0,2.0,300.547122955,2.0,phase_1,,,,,,,,,,,,,blue,circle
421.0,4.0,4.0,1,1.0,1.0,351.378917694,2.0,phase_1,,,,,,,,,,,,,gray,triangle
401.0,4.0,4.0,1,1.0,1.0,317.884922028,2.0,phase_1,,,,,,,,,,,,,gray,triangle
0.0,6.0,0.0,0,3.0,3.0,384.236097336,2.0,phase_1,,,,,,,,,,,,,blue,circle
89.0,6.0,1.0,0,4.0,4.0,484.033107758,2.0,phase_1,,,,,,,,,,,,,blue,circle
95.0,2.0,1.0,1,2.0,2.0,367.587804794,2.0,phase_1,,,,,,,,,,,,,green,flipped triangle
0.0,2.0,0.0,1,3.0,3.0,350.746870041,2.0,phase_1,,,,,,,,,,,,,green,flipped triangle
