raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
191.0,3.0,2.0,1,4.0,4.0,400.60615539599996,1.0,phase_1,,,,,,,,,,,,,cyan,cross
35.0,1.0,0.5,0,2.0,2.0,334.381103516,1.0,phase_1,,,,,,,,,,,,,green,line
96.0,2.0,1.0,0,3.0,3.0,334.024906158,1.0,phase_1,,,,,,,,,,,,,blue,circle
190.0,7.0,2.0,0,2.0,2.0,334.443092346,1.0,phase_1,,,,,,,,,,,,,yellow,square
118.0,2.0,1.0,0,2.0,2.0,334.537029266,1.0,phase_1,,,,,,,,,,,,,blue,circle
0.0,5.0,0.0,1,4.0,4.0,400.929927826,1.0,phase_1,,,,,,,,,,,,,white,triangle
383.0,4.0,4.0,0,4.0,4.0,384.366035461,1.0,phase_1,,,,,,,,,,,,,magenta,diamond
0.0,8.0,0.0,1,3.0,3.0,400.84290504499995,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
218.0,7.0,2.0,0,1.0,1.0,334.182024002,1.0,phase_1,,,,,,,,,,,,,yellow,square
65.0,1.0,0.5,0,1.0,1.0,417.812824249,1.0,phase_1,,,,,,,,,,,,,green,line
89.0,2.0,1.0,0,1.0,1.0,317.223072052,1.0,phase_1,,,,,,,,,,,,,blue,circle
46.0,5.0,0.5,1,2.0,2.0,284.081935883,1.0,phase_1,,,,,,,,,,,,,white,triangle
208.0,7.0,2.0,0,4.0,4.0,351.358890533,1.0,phase_1,,,,,,,,,,,,,yellow,square
63.0,5.0,0.5,1,2.0,2.0,351.11284256000005,1.0,phase_1,,,,,,,,,,,,,white,triangle
0.0,6.0,0.0,1,3.0,3.0,384.39106941200004,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
0.0,3.0,0.0,1,4.0,4.0,401.090860367,1.0,phase_1,,,,,,,,,,,,,cyan,cross
36.0,1.0,0.5,0,1.0,1.0,333.412885666,1.0,phase_1,,,,,,,,,,,,,green,line
189.0,3.0,2.0,1,2.0,2.0,317.440986633,1.0,phase_1,,,,,,,,,,,,,cyan,cross
31.0,5.0,0.5,1,4.0,4.0,350.152015686,1.0,phase_1,,,,,,,,,,,,,white,triangle
0.0,2.0,0.0,0,4.0,4.0,367.457151413,1.0,phase_1,,,,,,,,,,,,,blue,circle
414.0,4.0,4.0,0,2.0,2.0,367.17009544399997,1.0,phase_1,,,,,,,,,,,,,magenta,diamond
