raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
209.0,3.0,3.0,0,3.0,3.0,467.81206131000005,1.0,phase_1,,,,,,,,,,,,,magenta,diamond
79.0,2.0,2.0,0,1.0,1.0,367.572069168,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
81.0,2.0,2.0,0,4.0,4.0,367.63691902200003,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
40.0,1.0,1.0,1,2.0,2.0,400.770902634,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
34.0,5.0,1.0,0,3.0,3.0,351.18103027300003,1.0,phase_1,,,,,,,,,,,,,cyan,cross
75.0,6.0,2.0,1,1.0,1.0,317.30008125300003,1.0,phase_1,,,,,,,,,,,,,blue,square
80.0,2.0,2.0,0,1.0,1.0,384.20915603599997,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
0.0,2.0,0.0,0,1.0,1.0,350.85606575,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
391.0,4.0,4.0,0,1.0,1.0,317.427158356,1.0,phase_1,,,,,,,,,,,,,white,triangle
410.0,4.0,4.0,0,2.0,2.0,467.746973038,1.0,phase_1,,,,,,,,,,,,,white,triangle
190.0,3.0,3.0,0,4.0,4.0,417.669057846,1.0,phase_1,,,,,,,,,,,,,magenta,diamond
0.0,4.0,0.0,0,1.0,1.0,317.47889518700003,1.0,phase_1,,,,,,,,,,,,,white,triangle
416.0,8.0,4.0,1,3.0,3.0,384.18507576,1.0,phase_1,,,,,,,,,,,,,gray,line
35.0,1.0,1.0,1,1.0,1.0,401.116132736,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
33.0,1.0,1.0,1,2.0,2.0,351.78995132399996,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
0.0,7.0,0.0,1,3.0,3.0,334.08498764,1.0,phase_1,,,,,,,,,,,,,orange,circle
220.0,7.0,3.0,1,2.0,2.0,351.233959198,1.0,phase_1,,,,,,,,,,,,,orange,circle
396.0,4.0,4.0,0,1.0,1.0,267.326116562,1.0,phase_1,,,,,,,,,,,,,white,triangle
384.0,4.0,4.0,0,4.0,4.0,417.460918427,1.0,phase_1,,,,,,,,,,,,,white,triangle
84.0,6.0,2.0,1,3.0,3.0,333.999156952,1.0,phase_1,,,,,,,,,,,,,blue,square
0.0,1.0,0.0,1,2.0,2.0,467.93913841200003,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
46.0,1.0,1.0,1,3.0,3.0,367.686033249,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
419.0,8.0,4.0,1,2.0,2.0,367.64502525300003,1.0,phase_1,,,,,,,,,,,,,gray,line
202.0,7.0,3.0,1,2.0,2.0,384.110212326,1.0,phase_1,,,,,,,,,,,,,orange,circle
0.0,5.0,0.0,0,2.0,2.0,383.857011795,1.0,phase_1,,,,,,,,,,,,,cyan,cross
85.0,6.0,2.0,1,4.0,4.0,417.749881744,1.0,phase_1,,,,,,,,,,,,,blue,square
55.0,1.0,1.0,1,1.0,1.0,317.39616393999995,1.0,phase_1,,,,,,,,,,,,,yellow,hexagon
0.0,8.0,0.0,1,1.0,1.0,351.125001907,1.0,phase_1,,,,,,,,,,,,,gray,line
409.0,4.0,4.0,0,4.0,4.0,384.31191444399997,1.0,phase_1,,,,,,,,,,,,,white,triangle
60.0,5.0,1.0,0,4.0,4.0,400.83694458,1.0,phase_1,,,,,,,,,,,,,cyan,cross
99.0,6.0,2.0,1,4.0,4.0,384.958982468,1.0,phase_1,,,,,,,,,,,,,blue,square
0.0,5.0,0.0,0,2.0,2.0,434.787988663,1.0,phase_1,,,,,,,,,,,,,cyan,cross
98.0,6.0,2.0,1,4.0,4.0,417.36292839099997,1.0,phase_1,,,,,,,,,,,,,blue,square
0.0,2.0,0.0,0,2.0,2.0,400.179862976,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
38.0,5.0,1.0,0,3.0,3.0,351.212024689,1.0,phase_1,,,,,,,,,,,,,cyan,cross
110.0,2.0,2.0,0,1.0,1.0,367.564201355,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
184.0,7.0,3.0,1,1.0,1.0,383.890151978,1.0,phase_1,,,,,,,,,,,,,orange,circle
63.0,5.0,1.0,0,2.0,2.0,417.801856995,1.0,phase_1,,,,,,,,,,,,,cyan,cross
69.0,5.0,1.0,0,4.0,4.0,334.25188064599996,1.0,phase_1,,,,,,,,,,,,,cyan,cross
217.0,7.0,3.0,1,1.0,1.0,283.97393226599996,1.0,phase_1,,,,,,,,,,,,,orange,circle
120.0,2.0,2.0,0,1.0,1.0,350.86488723800005,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
186.0,3.0,3.0,0,3.0,3.0,400.897979736,1.0,phase_1,,,,,,,,,,,,,magenta,diamond
105.0,6.0,2.0,1,4.0,4.0,400.427103043,1.0,phase_1,,,,,,,,,,,,,blue,square
74.0,5.0,1.0,0,1.0,1.0,351.293087006,1.0,phase_1,,,,,,,,,,,,,cyan,cross
0.0,2.0,0.0,0,4.0,4.0,350.908041,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
0.0,4.0,0.0,0,3.0,3.0,400.278091431,1.0,phase_1,,,,,,,,,,,,,white,triangle
