raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
389.0,4.0,4.0,0,4.0,4.0,417.716026306,1.0,phase_1,,,,,,,,,,,,,yellow,square
55.0,1.0,1.0,0,1.0,1.0,267.637968063,1.0,phase_1,,,,,,,,,,,,,gray,diamond
74.0,1.0,1.0,0,1.0,1.0,283.578157425,1.0,phase_1,,,,,,,,,,,,,gray,diamond
395.0,8.0,4.0,1,4.0,4.0,367.16413497900004,1.0,phase_1,,,,,,,,,,,,,blue,cross
0.0,7.0,0.0,0,3.0,3.0,417.587041855,1.0,phase_1,,,,,,,,,,,,,orange,hexagon
71.0,1.0,1.0,0,3.0,3.0,417.504072189,1.0,phase_1,,,,,,,,,,,,,gray,diamond
421.0,8.0,4.0,1,3.0,3.0,351.315021515,1.0,phase_1,,,,,,,,,,,,,blue,cross
206.0,3.0,3.0,1,4.0,4.0,333.918094635,1.0,phase_1,,,,,,,,,,,,,cyan,line
36.0,5.0,1.0,1,3.0,3.0,333.847999573,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
65.0,1.0,1.0,0,2.0,2.0,333.85515213,1.0,phase_1,,,,,,,,,,,,,gray,diamond
32.0,5.0,1.0,1,3.0,3.0,284.050941467,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
406.0,4.0,4.0,0,3.0,3.0,334.029912949,1.0,phase_1,,,,,,,,,,,,,yellow,square
185.0,3.0,3.0,1,1.0,1.0,400.49099922199997,1.0,phase_1,,,,,,,,,,,,,cyan,line
384.0,8.0,4.0,1,2.0,2.0,367.279052734,1.0,phase_1,,,,,,,,,,,,,blue,cross
64.0,5.0,1.0,1,2.0,2.0,367.630958557,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
0.0,2.0,0.0,1,1.0,1.0,334.000110626,1.0,phase_1,,,,,,,,,,,,,white,circle
0.0,6.0,0.0,0,1.0,1.0,334.568977356,1.0,phase_1,,,,,,,,,,,,,green,flipped triangle
32.0,1.0,1.0,0,4.0,4.0,367.882013321,1.0,phase_1,,,,,,,,,,,,,gray,diamond
96.0,2.0,2.0,1,2.0,2.0,334.635972977,1.0,phase_1,,,,,,,,,,,,,white,circle
415.0,8.0,4.0,1,2.0,2.0,484.351873398,1.0,phase_1,,,,,,,,,,,,,blue,cross
196.0,3.0,3.0,1,4.0,4.0,401.067018509,1.0,phase_1,,,,,,,,,,,,,cyan,line
