stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
2.0,0,1.0,1.0,417.58608818100004,1.0,part_1,,,,,,,,,,,,,magenta,triangle
1.0,0,4.0,4.0,317.608118057,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,0,3.0,3.0,351.448059082,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
1.0,1,4.0,4.0,317.32797622699997,1.0,part_1,,,,,,,,,,,,,orange,circle
0.5,0,2.0,2.0,350.74090957600004,1.0,part_1,,,,,,,,,,,,,cyan,hexagon
4.0,1,2.0,2.0,351.045846939,1.0,part_1,,,,,,,,,,,,,blue,cross
4.0,0,3.0,3.0,317.80004501300004,1.0,part_1,,,,,,,,,,,,,white,square
0.5,1,3.0,3.0,317.276954651,1.0,part_1,,,,,,,,,,,,,yellow,diamond
0.5,0,1.0,1.0,366.991996765,1.0,part_1,,,,,,,,,,,,,cyan,hexagon
4.0,1,1.0,1.0,367.54012107799997,1.0,part_1,,,,,,,,,,,,,blue,cross
1.0,1,3.0,3.0,333.695888519,1.0,part_1,,,,,,,,,,,,,orange,circle
2.0,0,1.0,1.0,350.74782371500004,1.0,part_1,,,,,,,,,,,,,magenta,triangle
0.5,0,2.0,2.0,301.225185394,1.0,part_1,,,,,,,,,,,,,cyan,hexagon
1.0,0,4.0,4.0,283.969163895,1.0,part_1,,,,,,,,,,,,,green,flipped triangle
2.0,1,4.0,4.0,333.944797516,1.0,part_1,,,,,,,,,,,,,gray,line
1.0,1,1.0,1.0,317.24810600300003,1.0,part_1,,,,,,,,,,,,,orange,circle
0.5,0,4.0,4.0,301.025867462,1.0,part_1,,,,,,,,,,,,,cyan,hexagon
2.0,1,4.0,4.0,301.004171371,1.0,part_1,,,,,,,,,,,,,gray,line
2.0,1,2.0,2.0,317.564964294,1.0,part_1,,,,,,,,,,,,,gray,line
2.0,0,3.0,3.0,300.68898201,1.0,part_1,,,,,,,,,,,,,magenta,triangle
0.5,0,1.0,1.0,301.012992859,1.0,part_1,,,,,,,,,,,,,cyan,hexagon
2.0,1,1.0,1.0,401.530981064,1.0,part_1,,,,,,,,,,,,,gray,line
