stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
1.0,0,3.0,3.0,618.134021759,1.0,part_1,,,,,,,,,,,,,gray,square
0.5,1,2.0,2.0,517.67206192,1.0,part_1,,,,,,,,,,,,,cyan,line
2.0,1,2.0,2.0,433.772087097,1.0,part_1,,,,,,,,,,,,,white,circle
0.5,0,1.0,1.0,484.337091446,1.0,part_1,,,,,,,,,,,,,green,hexagon
1.0,1,2.0,2.0,434.278011322,1.0,part_1,,,,,,,,,,,,,orange,triangle
4.0,1,3.0,3.0,434.487104416,1.0,part_1,,,,,,,,,,,,,blue,cross
1.0,1,2.0,2.0,534.5399379730001,1.0,part_1,,,,,,,,,,,,,orange,triangle
0.5,1,4.0,4.0,484.36498642,1.0,part_1,,,,,,,,,,,,,cyan,line
4.0,0,3.0,3.0,467.537879944,1.0,part_1,,,,,,,,,,,,,magenta,diamond
2.0,0,2.0,2.0,467.617988586,1.0,part_1,,,,,,,,,,,,,yellow,flipped triangle
1.0,1,1.0,1.0,467.600107193,1.0,part_1,,,,,,,,,,,,,orange,triangle
2.0,0,1.0,1.0,584.197998047,1.0,part_1,,,,,,,,,,,,,yellow,flipped triangle
0.5,1,3.0,3.0,467.78321266200004,1.0,part_1,,,,,,,,,,,,,cyan,line
2.0,0,4.0,4.0,500.74195861799996,1.0,part_1,,,,,,,,,,,,,yellow,flipped triangle
1.0,0,3.0,3.0,534.879922867,1.0,part_1,,,,,,,,,,,,,gray,square
0.5,0,1.0,1.0,601.066827774,1.0,part_1,,,,,,,,,,,,,green,hexagon
2.0,1,2.0,2.0,550.812005997,1.0,part_1,,,,,,,,,,,,,white,circle
0.5,1,4.0,4.0,517.771959305,1.0,part_1,,,,,,,,,,,,,cyan,line
1.0,1,4.0,4.0,483.933925629,1.0,part_1,,,,,,,,,,,,,orange,triangle
1.0,0,1.0,1.0,417.880058289,1.0,part_1,,,,,,,,,,,,,gray,square
0.5,0,3.0,3.0,601.172924042,1.0,part_1,,,,,,,,,,,,,green,hexagon
2.0,0,3.0,3.0,468.086957932,1.0,part_1,,,,,,,,,,,,,yellow,flipped triangle
4.0,1,2.0,2.0,517.832994461,1.0,part_1,,,,,,,,,,,,,blue,cross
4.0,0,3.0,3.0,417.522907257,1.0,part_1,,,,,,,,,,,,,magenta,diamond
0.5,1,1.0,1.0,517.559051514,1.0,part_1,,,,,,,,,,,,,cyan,line
1.0,1,1.0,1.0,534.312963486,1.0,part_1,,,,,,,,,,,,,orange,triangle
0.5,1,1.0,1.0,534.1010093689999,1.0,part_1,,,,,,,,,,,,,cyan,line
4.0,0,3.0,3.0,433.791875839,1.0,part_1,,,,,,,,,,,,,magenta,diamond
0.5,0,4.0,4.0,467.558145523,1.0,part_1,,,,,,,,,,,,,green,hexagon
2.0,1,3.0,3.0,484.256982803,1.0,part_1,,,,,,,,,,,,,white,circle
2.0,0,4.0,4.0,434.50212478599997,1.0,part_1,,,,,,,,,,,,,yellow,flipped triangle
2.0,1,3.0,3.0,351.103782654,1.0,part_1,,,,,,,,,,,,,white,circle
0.5,1,2.0,2.0,501.07789039600004,1.0,part_1,,,,,,,,,,,,,cyan,line
1.0,1,1.0,1.0,517.642021179,1.0,part_1,,,,,,,,,,,,,orange,triangle
2.0,0,4.0,4.0,584.221124649,1.0,part_1,,,,,,,,,,,,,yellow,flipped triangle
