raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
107.0,2.0,1.0,1,2.0,2.0,634.492874146,1.0,phase_1,,,,,,,,,,,,,white,square
376.0,4.0,4.0,0,2.0,2.0,384.747982025,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
412.0,4.0,4.0,0,1.0,1.0,550.9109497070001,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,3.0,0.0,0,3.0,3.0,367.705106735,1.0,phase_1,,,,,,,,,,,,,green,circle
94.0,2.0,1.0,1,1.0,1.0,334.19990539599996,1.0,phase_1,,,,,,,,,,,,,white,square
0.0,4.0,0.0,0,3.0,3.0,350.845098495,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
199.0,3.0,2.0,0,3.0,3.0,384.24706459000004,1.0,phase_1,,,,,,,,,,,,,green,circle
62.0,1.0,0.5,0,2.0,2.0,300.525903702,1.0,phase_1,,,,,,,,,,,,,yellow,cross
412.0,4.0,4.0,0,2.0,2.0,350.742101669,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
219.0,7.0,2.0,1,1.0,1.0,316.986083984,1.0,phase_1,,,,,,,,,,,,,cyan,flipped triangle
46.0,1.0,0.5,0,2.0,2.0,451.610088348,1.0,phase_1,,,,,,,,,,,,,yellow,cross
111.0,6.0,1.0,0,4.0,4.0,417.335987091,1.0,phase_1,,,,,,,,,,,,,gray,diamond
52.0,1.0,0.5,0,3.0,3.0,384.37795639,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,6.0,0.0,0,2.0,2.0,350.843191147,1.0,phase_1,,,,,,,,,,,,,gray,diamond
26.0,1.0,0.5,0,4.0,4.0,467.368125916,1.0,phase_1,,,,,,,,,,,,,yellow,cross
193.0,7.0,2.0,1,3.0,3.0,401.300191879,1.0,phase_1,,,,,,,,,,,,,cyan,flipped triangle
390.0,4.0,4.0,0,2.0,2.0,517.8039073939999,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
92.0,6.0,1.0,0,1.0,1.0,401.404857635,1.0,phase_1,,,,,,,,,,,,,gray,diamond
0.0,3.0,0.0,0,2.0,2.0,417.621135712,1.0,phase_1,,,,,,,,,,,,,green,circle
97.0,6.0,1.0,0,1.0,1.0,434.454917908,1.0,phase_1,,,,,,,,,,,,,gray,diamond
414.0,4.0,4.0,0,2.0,2.0,367.560863495,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,7.0,0.0,1,2.0,2.0,384.256124496,1.0,phase_1,,,,,,,,,,,,,cyan,flipped triangle
387.0,8.0,4.0,1,2.0,2.0,367.673873901,1.0,phase_1,,,,,,,,,,,,,orange,line
29.0,5.0,0.5,1,4.0,4.0,417.528867722,1.0,phase_1,,,,,,,,,,,,,blue,triangle
420.0,4.0,4.0,0,4.0,4.0,501.08599662800003,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
101.0,6.0,1.0,0,3.0,3.0,434.15307998699996,1.0,phase_1,,,,,,,,,,,,,gray,diamond
42.0,1.0,0.5,0,3.0,3.0,401.154994965,1.0,phase_1,,,,,,,,,,,,,yellow,cross
218.0,3.0,2.0,0,2.0,2.0,317.72994995100004,1.0,phase_1,,,,,,,,,,,,,green,circle
