stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
0.5,1,4.0,4.0,934.6630573269999,1.0,part_1,,,,,,,,,,,,,cyan,line
0.5,1,1.0,1.0,400.87890625,1.0,part_1,,,,,,,,,,,,,cyan,line
2.0,1,1.0,1.0,451.409101486,1.0,part_1,,,,,,,,,,,,,gray,cross
0.5,0,1.0,1.0,384.368896484,1.0,part_1,,,,,,,,,,,,,yellow,circle
1.0,1,4.0,4.0,384.09614563,1.0,part_1,,,,,,,,,,,,,green,square
1.0,0,4.0,4.0,434.48805809000004,1.0,part_1,,,,,,,,,,,,,white,hexagon
1.0,1,1.0,1.0,317.317008972,1.0,part_1,,,,,,,,,,,,,green,square
1.0,1,3.0,3.0,383.959054947,1.0,part_1,,,,,,,,,,,,,green,square
0.5,1,2.0,2.0,400.640964508,1.0,part_1,,,,,,,,,,,,,cyan,line
0.5,0,1.0,1.0,367.387056351,1.0,part_1,,,,,,,,,,,,,yellow,circle
0.5,0,2.0,2.0,384.200811386,1.0,part_1,,,,,,,,,,,,,yellow,circle
4.0,1,3.0,3.0,367.750167847,1.0,part_1,,,,,,,,,,,,,magenta,triangle
2.0,1,3.0,3.0,401.00193023699995,1.0,part_1,,,,,,,,,,,,,gray,cross
0.5,1,4.0,4.0,450.52313804600004,1.0,part_1,,,,,,,,,,,,,cyan,line
0.5,1,3.0,3.0,400.707006454,1.0,part_1,,,,,,,,,,,,,cyan,line
0.5,0,4.0,4.0,350.44002533,1.0,part_1,,,,,,,,,,,,,yellow,circle
0.5,1,2.0,2.0,434.504032135,1.0,part_1,,,,,,,,,,,,,cyan,line
1.0,1,2.0,2.0,350.45003891,1.0,part_1,,,,,,,,,,,,,green,square
1.0,0,1.0,1.0,317.301988602,1.0,part_1,,,,,,,,,,,,,white,hexagon
0.5,1,3.0,3.0,384.30809974699997,1.0,part_1,,,,,,,,,,,,,cyan,line
2.0,0,4.0,4.0,334.35297012300003,1.0,part_1,,,,,,,,,,,,,blue,flipped triangle
1.0,1,4.0,4.0,350.994110107,1.0,part_1,,,,,,,,,,,,,green,square
2.0,0,1.0,1.0,351.163864136,1.0,part_1,,,,,,,,,,,,,blue,flipped triangle
