stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
4.0,1,4.0,4.0,434.34691429099996,1.0,part_1,,,,,,,,,,,,,yellow,diamond
2.0,1,4.0,4.0,401.03888511699995,1.0,part_1,,,,,,,,,,,,,orange,triangle
4.0,0,1.0,1.0,368.327140808,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
2.0,0,1.0,1.0,434.117078781,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
4.0,1,4.0,4.0,417.466163635,1.0,part_1,,,,,,,,,,,,,yellow,diamond
1.0,0,2.0,2.0,500.592947006,1.0,part_1,,,,,,,,,,,,,cyan,line
2.0,0,4.0,4.0,468.60814094499995,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
1.0,1,3.0,3.0,517.933130264,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,1,2.0,2.0,434.104204178,1.0,part_1,,,,,,,,,,,,,orange,triangle
2.0,1,4.0,4.0,484.32302475,1.0,part_1,,,,,,,,,,,,,orange,triangle
1.0,1,2.0,2.0,401.179790497,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,1,4.0,4.0,467.437028885,1.0,part_1,,,,,,,,,,,,,yellow,diamond
0.5,0,1.0,1.0,400.721073151,1.0,part_1,,,,,,,,,,,,,green,cross
1.0,1,3.0,3.0,450.615882874,1.0,part_1,,,,,,,,,,,,,blue,square
4.0,0,1.0,1.0,500.864982605,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
0.5,1,2.0,2.0,483.771085739,1.0,part_1,,,,,,,,,,,,,gray,circle
2.0,0,3.0,3.0,450.62613487199997,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
1.0,0,3.0,3.0,467.190980911,1.0,part_1,,,,,,,,,,,,,cyan,line
0.5,0,1.0,1.0,417.435884476,1.0,part_1,,,,,,,,,,,,,green,cross
2.0,1,1.0,1.0,500.960826874,1.0,part_1,,,,,,,,,,,,,orange,triangle
4.0,0,1.0,1.0,451.088905334,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
4.0,0,4.0,4.0,417.594909668,1.0,part_1,,,,,,,,,,,,,magenta,hexagon
1.0,0,2.0,2.0,417.374134064,1.0,part_1,,,,,,,,,,,,,cyan,line
0.5,0,2.0,2.0,484.068155289,1.0,part_1,,,,,,,,,,,,,green,cross
2.0,0,4.0,4.0,467.887878418,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
2.0,0,2.0,2.0,368.18003654499995,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
1.0,1,3.0,3.0,350.749969482,1.0,part_1,,,,,,,,,,,,,blue,square
2.0,1,4.0,4.0,451.370000839,1.0,part_1,,,,,,,,,,,,,orange,triangle
0.5,1,3.0,3.0,500.98800659200003,1.0,part_1,,,,,,,,,,,,,gray,circle
0.5,0,4.0,4.0,434.20696258500004,1.0,part_1,,,,,,,,,,,,,green,cross
2.0,0,3.0,3.0,401.00288391099997,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
0.5,1,2.0,2.0,367.48290062,1.0,part_1,,,,,,,,,,,,,gray,circle
2.0,1,1.0,1.0,467.548847198,1.0,part_1,,,,,,,,,,,,,orange,triangle
2.0,0,1.0,1.0,434.07917022699996,1.0,part_1,,,,,,,,,,,,,white,flipped triangle
