raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
104.0,2.0,1.0,1,2.0,2.0,400.764942169,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
395.0,4.0,4.0,0,3.0,3.0,334.521055222,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
393.0,8.0,4.0,1,4.0,4.0,384.181022644,1.0,phase_1,,,,,,,,,,,,,green,diamond
119.0,2.0,1.0,1,4.0,4.0,334.23519134500003,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
377.0,8.0,4.0,1,4.0,4.0,451.02500915499996,1.0,phase_1,,,,,,,,,,,,,green,diamond
375.0,8.0,4.0,1,2.0,2.0,400.623083115,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,1.0,0.0,1,3.0,3.0,384.468793869,1.0,phase_1,,,,,,,,,,,,,yellow,line
88.0,2.0,1.0,1,1.0,1.0,350.52895546,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
95.0,6.0,1.0,0,1.0,1.0,384.420871735,1.0,phase_1,,,,,,,,,,,,,cyan,hexagon
402.0,4.0,4.0,0,1.0,1.0,500.96583366400006,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
0.0,6.0,0.0,0,2.0,2.0,384.085893631,1.0,phase_1,,,,,,,,,,,,,cyan,hexagon
175.0,3.0,2.0,1,4.0,4.0,433.357000351,1.0,phase_1,,,,,,,,,,,,,orange,cross
118.0,2.0,1.0,1,1.0,1.0,334.66196060199997,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
182.0,7.0,2.0,0,1.0,1.0,333.925962448,1.0,phase_1,,,,,,,,,,,,,white,square
383.0,8.0,4.0,1,3.0,3.0,366.92285537699996,1.0,phase_1,,,,,,,,,,,,,green,diamond
0.0,5.0,0.0,0,3.0,3.0,467.669963837,1.0,phase_1,,,,,,,,,,,,,blue,circle
117.0,6.0,1.0,0,4.0,4.0,367.291927338,1.0,phase_1,,,,,,,,,,,,,cyan,hexagon
78.0,2.0,1.0,1,2.0,2.0,317.576885223,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
185.0,7.0,2.0,0,4.0,4.0,367.712020874,1.0,phase_1,,,,,,,,,,,,,white,square
25.0,1.0,0.5,1,2.0,2.0,383.908033371,1.0,phase_1,,,,,,,,,,,,,yellow,line
116.0,2.0,1.0,1,1.0,1.0,333.98103714,1.0,phase_1,,,,,,,,,,,,,magenta,triangle
412.0,4.0,4.0,0,1.0,1.0,350.77381134,1.0,phase_1,,,,,,,,,,,,,gray,flipped triangle
