raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
384.0,4.0,4.0,0,3.0,3.0,450.604915619,1.0,phase_1,,,,,,,,,,,,,white,cross
49.0,1.0,0.5,1,4.0,4.0,384.24992561299996,1.0,phase_1,,,,,,,,,,,,,gray,circle
100.0,2.0,1.0,0,2.0,2.0,351.164102554,1.0,phase_1,,,,,,,,,,,,,cyan,square
0.0,1.0,0.0,1,3.0,3.0,351.163864136,1.0,phase_1,,,,,,,,,,,,,gray,circle
68.0,5.0,0.5,0,2.0,2.0,384.135961533,1.0,phase_1,,,,,,,,,,,,,green,triangle
125.0,2.0,1.0,0,1.0,1.0,284.34395790099995,1.0,phase_1,,,,,,,,,,,,,cyan,square
398.0,8.0,4.0,1,2.0,2.0,317.126989365,1.0,phase_1,,,,,,,,,,,,,blue,diamond
0.0,5.0,0.0,0,4.0,4.0,367.486953735,1.0,phase_1,,,,,,,,,,,,,green,triangle
34.0,5.0,0.5,0,3.0,3.0,367.340803146,1.0,phase_1,,,,,,,,,,,,,green,triangle
34.0,1.0,0.5,1,1.0,1.0,333.899974823,1.0,phase_1,,,,,,,,,,,,,gray,circle
198.0,3.0,2.0,1,2.0,2.0,400.900125504,1.0,phase_1,,,,,,,,,,,,,yellow,line
178.0,7.0,2.0,0,2.0,2.0,367.649078369,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
98.0,6.0,1.0,1,3.0,3.0,367.457866669,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,6.0,0.0,1,3.0,3.0,384.468078613,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
50.0,5.0,0.5,0,3.0,3.0,367.479085922,1.0,phase_1,,,,,,,,,,,,,green,triangle
91.0,2.0,1.0,0,4.0,4.0,333.972930908,1.0,phase_1,,,,,,,,,,,,,cyan,square
122.0,6.0,1.0,1,3.0,3.0,334.361076355,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
95.0,6.0,1.0,1,1.0,1.0,350.51202774,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
206.0,3.0,2.0,1,4.0,4.0,417.480945587,1.0,phase_1,,,,,,,,,,,,,yellow,line
92.0,2.0,1.0,0,1.0,1.0,334.082126617,1.0,phase_1,,,,,,,,,,,,,cyan,square
386.0,4.0,4.0,0,1.0,1.0,384.625196457,1.0,phase_1,,,,,,,,,,,,,white,cross
183.0,7.0,2.0,0,3.0,3.0,350.66485405,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
117.0,6.0,1.0,1,3.0,3.0,350.263834,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,2.0,0.0,0,4.0,4.0,350.78907012900004,1.0,phase_1,,,,,,,,,,,,,cyan,square
0.0,4.0,0.0,0,4.0,4.0,384.232997894,1.0,phase_1,,,,,,,,,,,,,white,cross
0.0,2.0,0.0,0,4.0,4.0,367.494106293,1.0,phase_1,,,,,,,,,,,,,cyan,square
97.0,6.0,1.0,1,4.0,4.0,367.91777610800006,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
217.0,3.0,2.0,1,4.0,4.0,384.05799865700004,1.0,phase_1,,,,,,,,,,,,,yellow,line
105.0,2.0,1.0,0,4.0,4.0,400.815010071,1.0,phase_1,,,,,,,,,,,,,cyan,square
81.0,6.0,1.0,1,2.0,2.0,333.928108215,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,7.0,0.0,0,1.0,1.0,300.654888153,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
224.0,3.0,2.0,1,4.0,4.0,334.176063538,1.0,phase_1,,,,,,,,,,,,,yellow,line
186.0,7.0,2.0,0,2.0,2.0,383.63599777200005,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
75.0,2.0,1.0,0,3.0,3.0,367.703914642,1.0,phase_1,,,,,,,,,,,,,cyan,square
187.0,3.0,2.0,1,4.0,4.0,400.83694458,1.0,phase_1,,,,,,,,,,,,,yellow,line
415.0,4.0,4.0,0,3.0,3.0,384.272813797,1.0,phase_1,,,,,,,,,,,,,white,cross
394.0,8.0,4.0,1,2.0,2.0,334.347009659,1.0,phase_1,,,,,,,,,,,,,blue,diamond
402.0,4.0,4.0,0,2.0,2.0,400.86221694899996,1.0,phase_1,,,,,,,,,,,,,white,cross
105.0,6.0,1.0,1,4.0,4.0,384.66691970799997,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
408.0,8.0,4.0,1,4.0,4.0,350.79979896500004,1.0,phase_1,,,,,,,,,,,,,blue,diamond
394.0,8.0,4.0,1,2.0,2.0,333.97507667499997,1.0,phase_1,,,,,,,,,,,,,blue,diamond
0.0,1.0,0.0,1,1.0,1.0,367.453098297,1.0,phase_1,,,,,,,,,,,,,gray,circle
0.0,8.0,0.0,1,4.0,4.0,367.577791214,1.0,phase_1,,,,,,,,,,,,,blue,diamond
206.0,3.0,2.0,1,3.0,3.0,366.967916489,1.0,phase_1,,,,,,,,,,,,,yellow,line
177.0,7.0,2.0,0,4.0,4.0,367.765188217,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
381.0,8.0,4.0,1,3.0,3.0,350.517988205,1.0,phase_1,,,,,,,,,,,,,blue,diamond
0.0,6.0,0.0,1,3.0,3.0,334.11097526599997,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
420.0,4.0,4.0,0,2.0,2.0,317.32106208799996,1.0,phase_1,,,,,,,,,,,,,white,cross
38.0,1.0,0.5,1,4.0,4.0,350.939035416,1.0,phase_1,,,,,,,,,,,,,gray,circle
114.0,6.0,1.0,1,3.0,3.0,333.378076553,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
213.0,3.0,2.0,1,3.0,3.0,367.458105087,1.0,phase_1,,,,,,,,,,,,,yellow,line
175.0,7.0,2.0,0,3.0,3.0,334.333896637,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
96.0,6.0,1.0,1,4.0,4.0,350.815057755,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
196.0,7.0,2.0,0,2.0,2.0,334.175825119,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
117.0,6.0,1.0,1,1.0,1.0,317.622184753,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
77.0,2.0,1.0,0,1.0,1.0,334.00106430100004,1.0,phase_1,,,,,,,,,,,,,cyan,square
0.0,7.0,0.0,0,4.0,4.0,550.937891006,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
377.0,4.0,4.0,0,2.0,2.0,351.19795799300005,1.0,phase_1,,,,,,,,,,,,,white,cross
175.0,7.0,2.0,0,4.0,4.0,334.037065506,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
73.0,1.0,0.5,1,1.0,1.0,351.128101349,1.0,phase_1,,,,,,,,,,,,,gray,circle
400.0,8.0,4.0,1,1.0,1.0,284.075021744,1.0,phase_1,,,,,,,,,,,,,blue,diamond
0.0,1.0,0.0,1,1.0,1.0,350.53801536599997,1.0,phase_1,,,,,,,,,,,,,gray,circle
0.0,6.0,0.0,1,1.0,1.0,283.895015717,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
202.0,7.0,2.0,0,1.0,1.0,284.41715240499997,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
0.0,6.0,0.0,1,2.0,2.0,317.69514083900003,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,1.0,0.0,1,1.0,1.0,283.751010895,1.0,phase_1,,,,,,,,,,,,,gray,circle
63.0,5.0,0.5,0,4.0,4.0,434.199094772,1.0,phase_1,,,,,,,,,,,,,green,triangle
0.0,3.0,0.0,1,3.0,3.0,334.143161774,1.0,phase_1,,,,,,,,,,,,,yellow,line
402.0,4.0,4.0,0,3.0,3.0,367.434978485,1.0,phase_1,,,,,,,,,,,,,white,cross
0.0,6.0,0.0,1,2.0,2.0,334.83791351300005,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
183.0,3.0,2.0,1,3.0,3.0,384.80091095,1.0,phase_1,,,,,,,,,,,,,yellow,line
122.0,2.0,1.0,0,1.0,1.0,334.16700363200005,1.0,phase_1,,,,,,,,,,,,,cyan,square
417.0,8.0,4.0,1,2.0,2.0,284.54685211199995,1.0,phase_1,,,,,,,,,,,,,blue,diamond
108.0,6.0,1.0,1,2.0,2.0,333.899974823,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,5.0,0.0,0,3.0,3.0,384.750843048,1.0,phase_1,,,,,,,,,,,,,green,triangle
420.0,4.0,4.0,0,3.0,3.0,367.32316017200003,1.0,phase_1,,,,,,,,,,,,,white,cross
106.0,6.0,1.0,1,2.0,2.0,350.742101669,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
221.0,7.0,2.0,0,4.0,4.0,417.85502433799996,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
97.0,2.0,1.0,0,2.0,2.0,333.895921707,1.0,phase_1,,,,,,,,,,,,,cyan,square
0.0,1.0,0.0,1,1.0,1.0,417.781114578,1.0,phase_1,,,,,,,,,,,,,gray,circle
119.0,6.0,1.0,1,2.0,2.0,333.984851837,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
94.0,2.0,1.0,0,1.0,1.0,350.963830948,1.0,phase_1,,,,,,,,,,,,,cyan,square
59.0,1.0,0.5,1,3.0,3.0,350.891113281,1.0,phase_1,,,,,,,,,,,,,gray,circle
211.0,7.0,2.0,0,1.0,1.0,350.5859375,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
398.0,4.0,4.0,0,1.0,1.0,350.87800025900003,1.0,phase_1,,,,,,,,,,,,,white,cross
