raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,stim_location,response,reaction_time,block,which_phase,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
386.0,4.0,4.0,1,1.0,1.0,467.768907547,1.0,phase_1,,,,,,,,,,,,,gray,triangle
381.0,8.0,4.0,0,1.0,1.0,417.75393486,1.0,phase_1,,,,,,,,,,,,,white,circle
112.0,2.0,2.0,0,2.0,2.0,384.15288925199997,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
418.0,8.0,4.0,0,2.0,2.0,400.460004807,1.0,phase_1,,,,,,,,,,,,,white,circle
0.0,4.0,0.0,1,1.0,1.0,351.181983948,1.0,phase_1,,,,,,,,,,,,,gray,triangle
91.0,2.0,2.0,0,1.0,1.0,350.73900222799995,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
55.0,1.0,1.0,0,3.0,3.0,318.09091567999997,1.0,phase_1,,,,,,,,,,,,,green,square
184.0,3.0,3.0,1,2.0,2.0,433.64906311,1.0,phase_1,,,,,,,,,,,,,blue,line
0.0,4.0,0.0,1,1.0,1.0,417.895078659,1.0,phase_1,,,,,,,,,,,,,gray,triangle
68.0,1.0,1.0,0,2.0,2.0,367.79594421400003,1.0,phase_1,,,,,,,,,,,,,green,square
0.0,3.0,0.0,1,4.0,4.0,350.805997849,1.0,phase_1,,,,,,,,,,,,,blue,line
41.0,1.0,1.0,0,2.0,2.0,385.056972504,1.0,phase_1,,,,,,,,,,,,,green,square
0.0,7.0,0.0,0,1.0,1.0,300.799846649,1.0,phase_1,,,,,,,,,,,,,yellow,cross
0.0,1.0,0.0,0,1.0,1.0,333.853006363,1.0,phase_1,,,,,,,,,,,,,green,square
100.0,2.0,2.0,0,4.0,4.0,384.244918823,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
192.0,7.0,3.0,0,2.0,2.0,301.060914993,1.0,phase_1,,,,,,,,,,,,,yellow,cross
121.0,2.0,2.0,0,4.0,4.0,350.811004639,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
0.0,2.0,0.0,0,3.0,3.0,401.09205246,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
104.0,6.0,2.0,1,2.0,2.0,400.806903839,1.0,phase_1,,,,,,,,,,,,,cyan,diamond
115.0,6.0,2.0,1,1.0,1.0,317.353963852,1.0,phase_1,,,,,,,,,,,,,cyan,diamond
26.0,5.0,1.0,1,3.0,3.0,334.238052368,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
48.0,1.0,1.0,0,3.0,3.0,333.842992783,1.0,phase_1,,,,,,,,,,,,,green,square
95.0,2.0,2.0,0,4.0,4.0,351.08590126,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
207.0,7.0,3.0,0,4.0,4.0,317.951917648,1.0,phase_1,,,,,,,,,,,,,yellow,cross
206.0,3.0,3.0,1,3.0,3.0,317.37184524500003,1.0,phase_1,,,,,,,,,,,,,blue,line
65.0,5.0,1.0,1,2.0,2.0,317.704916,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
400.0,8.0,4.0,0,1.0,1.0,351.076126099,1.0,phase_1,,,,,,,,,,,,,white,circle
70.0,5.0,1.0,1,2.0,2.0,450.945854187,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
113.0,2.0,2.0,0,1.0,1.0,400.84815025300003,1.0,phase_1,,,,,,,,,,,,,magenta,hexagon
41.0,1.0,1.0,0,1.0,1.0,350.979089737,1.0,phase_1,,,,,,,,,,,,,green,square
55.0,5.0,1.0,1,4.0,4.0,333.889007568,1.0,phase_1,,,,,,,,,,,,,orange,flipped triangle
34.0,1.0,1.0,0,4.0,4.0,400.16698837300004,1.0,phase_1,,,,,,,,,,,,,green,square
