raw_reward_magnitude,stim_reward,stepwise_reward_magnitude,paired_with_stopping,quadrant,response,reaction_time,block,num_trial_presentations,which_part,stop_signal_trial_type,left_SSD,right_SSD,accuracy,chosen_bidding_amount,chosen_bidding_level,possible_bid_1,possible_bid_2,possible_bid_3,possible_bid_4,possible_bid_5,possible_bid_6,color_text,shape_text
110.0,6.0,2.0,1.0,3.0,3.0,427.4382700000387,1.0,1.0,part_1,,,,,,,,,,,,,cyan,square
175.0,7.0,3.0,1.0,1.0,1.0,342.2683869998764,1.0,1.0,part_1,,,,,,,,,,,,,magenta,I
74.0,1.0,1.0,0.0,2.0,2.0,379.6726149998903,1.0,1.0,part_1,,,,,,,,,,,,,orange,hexagon
224.0,3.0,3.0,0.0,1.0,1.0,250.6673279999631,1.0,1.0,part_1,,,,,,,,,,,,,green,circle
61.0,1.0,1.0,0.0,3.0,3.0,329.3504800003575,1.0,1.0,part_1,,,,,,,,,,,,,orange,hexagon
68.0,1.0,1.0,0.0,3.0,3.0,315.9711739999693,1.0,1.0,part_1,,,,,,,,,,,,,orange,hexagon
77.0,6.0,2.0,1.0,2.0,2.0,281.7483799999536,1.0,1.0,part_1,,,,,,,,,,,,,cyan,square
188.0,7.0,3.0,1.0,1.0,1.0,278.5087739998744,1.0,1.0,part_1,,,,,,,,,,,,,magenta,I
108.0,2.0,2.0,0.0,4.0,4.0,262.600644000031,1.0,1.0,part_1,,,,,,,,,,,,,blue,flipped triangle
122.0,2.0,2.0,0.0,1.0,1.0,259.3307739998636,1.0,1.0,part_1,,,,,,,,,,,,,blue,flipped triangle
38.0,1.0,1.0,0.0,2.0,2.0,261.0941819998515,1.0,1.0,part_1,,,,,,,,,,,,,orange,hexagon
416.0,4.0,4.0,0.0,1.0,1.0,273.1016490001821,1.0,1.0,part_1,,,,,,,,,,,,,yellow,diamond
175.0,3.0,3.0,0.0,3.0,3.0,266.5303740000126,1.0,1.0,part_1,,,,,,,,,,,,,green,circle
180.0,7.0,3.0,1.0,2.0,2.0,326.8242699996335,1.0,1.0,part_1,,,,,,,,,,,,,magenta,I
98.0,6.0,2.0,1.0,4.0,4.0,260.9772430000703,1.0,1.0,part_1,,,,,,,,,,,,,cyan,square
0.0,5.0,0.0,1.0,1.0,1.0,266.6518030000588,1.0,1.0,part_1,,,,,,,,,,,,,white,cross
