VALUE_LEVEL,STOP_CONDITION,mean,std
L,Non-Stop,3.549677419354839,1.094992984235865
L,Stop,3.455483870967742,1.0655248042652028
LM,Non-Stop,3.6716129032258067,0.9789176927520898
LM,Stop,3.524516129032258,1.098543423793045
HM,Non-Stop,3.6696774193548385,1.0162558089831513
HM,Stop,3.773548387096774,0.9535359634971546
H,Non-Stop,3.9941935483870967,1.1302935321363543
H,Stop,4.168387096774194,1.0601858963867423
