response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,802.0,1,phase_2,purple_pentagon,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
1,642.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,527.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,793.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,734.0,1,phase_2,red_rhombus,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
1,980.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_circle,stop,green,150.0,tracking-SSD,go-2,4,,,,,,
0,0,1,phase_2,purple_triangle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,513.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,679.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,blue,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,red_rhombus,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,705.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,793.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,689.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,473.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,482.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,715.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,543.0,1,phase_2,red_circle,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
1,822.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,697.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,739.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,601.0,1,phase_2,purple_rhombus,go,,,,go-2,2,,,,,,
1,589.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,912.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,550.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,706.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
