response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,498.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,574.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
2,504.0,1,phase_2,red_rhombus,stop,purple,250.0,tracking-SSD,go-2,3,,,,,,
2,547.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,443.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
2,554.0,1,phase_2,red_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,200.0,tracking-SSD,go-2,4,,,,,,
1,595.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_circle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,771.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
2,520.0,1,phase_2,red_circle,go,,,,go-2,1,,,,,,
2,551.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
2,673.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,389.0,1,phase_2,green_circle,stop,purple,250.0,tracking-SSD,go-1,3,,,,,,
1,456.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,633.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,green_pentagon,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,green_triangle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,red_rhombus,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,713.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,purple,200.0,tracking-SSD,go-1,4,,,,,,
2,607.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,628.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
2,469.0,1,phase_2,red_circle,go,,,,go-2,1,,,,,,
2,590.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
