response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,521.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
1,428.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
1,482.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,502.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,432.0,1,phase_2,green_rhombus,stop,purple,250.0,tracking-SSD,go-1,3,,,,,,
1,712.0,1,phase_2,green_triangle,stop,blue,0.0,0-SSD,go-1,3,,,,,,
0,0,1,phase_2,red_pentagon,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,640.0,1,phase_2,green_rhombus,go,,,,go-1,2,,,,,,
2,435.0,1,phase_2,red_circle,go,,,,go-2,1,,,,,,
2,533.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
2,497.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
1,450.0,1,phase_2,green_triangle,stop,blue,0.0,0-SSD,go-1,3,,,,,,
2,594.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,200.0,tracking-SSD,go-2,4,,,,,,
2,555.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,732.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
2,439.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,425.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,250.0,tracking-SSD,go-2,4,,,,,,
2,476.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,610.0,1,phase_2,green_triangle,stop,purple,300.0,tracking-SSD,go-1,3,,,,,,
2,449.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,516.0,1,phase_2,green_circle,stop,purple,250.0,tracking-SSD,go-1,3,,,,,,
1,468.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,647.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_circle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,541.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
1,460.0,1,phase_2,red_triangle,stop,purple,200.0,tracking-SSD,go-2,3,,,,,,
2,479.0,1,phase_2,red_pentagon,go,,,,go-2,2,,,,,,
1,691.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,610.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
2,348.0,1,phase_2,red_circle,go,,,,go-2,1,,,,,,
1,437.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
1,558.0,1,phase_2,red_triangle,stop,purple,150.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,red_triangle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,633.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,485.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
