response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,486.0,1,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
1,472.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
1,628.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
2,615.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,521.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,450.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,706.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,444.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
1,375.0,1,phase_2,blue_circle,stop,red,250.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,blue_pentagon,stop,red,200.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,250.0,tracking-SSD,go-2,4,,,,,,
1,546.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,703.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,486.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,403.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,480.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,467.0,1,phase_2,purple_pentagon,stop,red,300.0,tracking-SSD,go-2,3,,,,,,
1,487.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,686.0,1,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
1,593.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,501.0,1,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
2,531.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,776.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,446.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,250.0,tracking-SSD,go-2,4,,,,,,
2,531.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,573.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
1,505.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,559.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,702.0,1,phase_2,blue_rhombus,stop,red,300.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,483.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
1,458.0,1,phase_2,purple_circle,stop,red,250.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,blue_pentagon,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,498.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
1,586.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
2,517.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
2,740.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,783.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
2,521.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_pentagon,stop,red,200.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,blue_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,469.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,420.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,395.0,2,phase_2,blue_rhombus,stop,red,250.0,tracking-SSD,go-1,3,,,,,,
2,474.0,2,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,537.0,2,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
1,579.0,2,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
2,521.0,2,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_pentagon,stop,red,200.0,tracking-SSD,go-1,4,,,,,,
2,425.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,648.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,522.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,542.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,572.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,446.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,510.0,2,phase_2,purple_rhombus,go,,,,go-2,2,,,,,,
2,395.0,2,phase_2,purple_pentagon,stop,red,250.0,tracking-SSD,go-2,3,,,,,,
1,517.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_triangle,stop,red,200.0,tracking-SSD,go-2,4,,,,,,
1,479.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_circle,stop,red,250.0,tracking-SSD,go-1,4,,,,,,
1,619.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,492.0,2,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
2,591.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,633.0,2,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
2,495.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,502.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,655.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,483.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,549.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,491.0,2,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
1,590.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_rhombus,stop,red,300.0,tracking-SSD,go-2,4,,,,,,
2,441.0,2,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
2,551.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_rhombus,go,,,,go-1,2,,,,,,
0,0,2,phase_2,blue_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,476.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,498.0,2,phase_2,blue_pentagon,stop,red,350.0,tracking-SSD,go-1,3,,,,,,
1,508.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
1,596.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
0,0,2,phase_2,purple_pentagon,stop,red,300.0,tracking-SSD,go-2,4,,,,,,
1,510.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,465.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,519.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,483.0,3,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
1,470.0,3,phase_2,purple_circle,stop,red,350.0,tracking-SSD,go-2,3,,,,,,
