response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,532.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
1,495.0,1,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_circle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
2,535.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,533.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,485.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,798.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,525.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
1,410.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
0,0,1,phase_2,red_rhombus,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,469.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,466.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,496.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,538.0,1,phase_2,red_triangle,stop,green,250.0,tracking-SSD,go-1,3,,,,,,
2,592.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
1,882.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,510.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,405.0,1,phase_2,blue_circle,stop,green,200.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,603.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,511.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,green,150.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,blue_rhombus,stop,green,200.0,tracking-SSD,go-2,4,,,,,,
