response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,476.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,541.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,427.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_rhombus,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
1,636.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,419.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,484.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,392.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,409.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,519.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,392.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,421.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,419.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,405.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,green,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,431.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,744.0,1,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
2,573.0,1,phase_2,red_rhombus,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,red_rhombus,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
2,804.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,397.0,1,phase_2,purple_pentagon,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
2,530.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,558.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,443.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,453.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,496.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,472.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,458.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,455.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,420.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,462.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,572.0,1,phase_2,purple_rhombus,go,,,,go-2,2,,,,,,
1,446.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_rhombus,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
2,521.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,462.0,1,phase_2,purple_circle,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
1,527.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
0,0,1,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,622.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,560.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,blue,300.0,tracking-SSD,go-2,4,,,,,,
0,0,2,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,643.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,494.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,480.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,545.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,565.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,461.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,493.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,513.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,410.0,2,phase_2,purple_triangle,stop,blue,350.0,tracking-SSD,go-2,3,,,,,,
1,475.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_pentagon,stop,blue,300.0,tracking-SSD,go-2,4,,,,,,
0,0,2,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,604.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,624.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,452.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,694.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,501.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,510.0,2,phase_2,red_rhombus,stop,blue,350.0,tracking-SSD,go-1,3,,,,,,
1,552.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,584.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,490.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,454.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,620.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,505.0,2,phase_2,purple_circle,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
2,492.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,501.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,533.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,508.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,460.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,356.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_circle,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
1,431.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,495.0,2,phase_2,red_circle,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
1,482.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,480.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,479.0,2,phase_2,red_triangle,go,,,,go-1,2,,,,,,
2,555.0,2,phase_2,purple_triangle,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
0,0,2,phase_2,red_circle,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,753.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_pentagon,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
0,0,2,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,924.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,red_pentagon,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,492.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,612.0,3,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,3,phase_2,purple_rhombus,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,450.0,3,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,694.0,3,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
2,456.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,red_rhombus,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
1,477.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,485.0,3,phase_2,purple_pentagon,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
1,787.0,3,phase_2,red_triangle,go,,,,go-1,2,,,,,,
1,526.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,581.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,691.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,497.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,484.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,425.0,3,phase_2,red_pentagon,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
1,467.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,510.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,3,phase_2,purple_circle,stop,blue,200.0,tracking-SSD,go-2,4,,,,,,
1,809.0,3,phase_2,purple_triangle,go,,,,go-2,2,,,,,,
0,0,3,phase_2,red_rhombus,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
1,456.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,532.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,418.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,472.0,3,phase_2,purple_rhombus,go,,,,go-2,2,,,,,,
1,436.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,3,phase_2,red_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,432.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,438.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,447.0,3,phase_2,red_circle,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
1,446.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,410.0,3,phase_2,purple_circle,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
1,509.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,461.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,red_pentagon,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,501.0,3,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,3,phase_2,red_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,429.0,3,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,504.0,3,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,3,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,546.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,487.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,385.0,3,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,3,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,494.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,3,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
0,0,3,phase_2,purple_circle,stop,blue,200.0,tracking-SSD,go-2,4,,,,,,
1,475.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,500.0,4,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,442.0,4,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,4,phase_2,red_pentagon,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
1,541.0,4,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,402.0,4,phase_2,purple_rhombus,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
2,501.0,4,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,601.0,4,phase_2,purple_pentagon,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
0,0,4,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
0,0,4,phase_2,red_circle,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
2,481.0,4,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
1,467.0,4,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,590.0,4,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,578.0,4,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,588.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,4,phase_2,purple_triangle,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
2,518.0,4,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,447.0,4,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,412.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,454.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,519.0,4,phase_2,purple_triangle,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
1,473.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,570.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,4,phase_2,purple_rhombus,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,520.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,474.0,4,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,471.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,549.0,4,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,546.0,4,phase_2,red_triangle,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
2,534.0,4,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,499.0,4,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
2,475.0,4,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,506.0,4,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,4,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,489.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,476.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,4,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,493.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,4,phase_2,red_triangle,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,489.0,4,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,486.0,4,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,440.0,4,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,427.0,4,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,391.0,4,phase_2,red_circle,stop,blue,200.0,tracking-SSD,go-1,3,,,,,,
2,512.0,4,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
0,0,4,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
0,0,4,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
0,0,4,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,470.0,4,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,567.0,5,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,453.0,5,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,5,phase_2,purple_circle,stop,blue,150.0,tracking-SSD,go-2,4,,,,,,
2,539.0,5,phase_2,red_pentagon,stop,blue,200.0,tracking-SSD,go-1,3,,,,,,
2,413.0,5,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,5,phase_2,red_circle,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,432.0,5,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,474.0,5,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,449.0,5,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,493.0,5,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,5,phase_2,red_pentagon,stop,blue,150.0,tracking-SSD,go-1,4,,,,,,
1,456.0,5,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,409.0,5,phase_2,red_rhombus,stop,blue,200.0,tracking-SSD,go-1,3,,,,,,
2,510.0,5,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,5,phase_2,purple_triangle,stop,blue,150.0,tracking-SSD,go-2,4,,,,,,
2,561.0,5,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,670.0,5,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,5,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,554.0,5,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,438.0,5,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,5,phase_2,purple_circle,stop,blue,200.0,tracking-SSD,go-2,4,,,,,,
0,0,5,phase_2,purple_pentagon,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
1,422.0,5,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,375.0,5,phase_2,red_circle,go,,,,go-1,2,,,,,,
1,406.0,5,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,347.0,5,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,536.0,5,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,500.0,5,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,453.0,5,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,5,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,493.0,5,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,5,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,703.0,5,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,5,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,417.0,5,phase_2,red_circle,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
1,741.0,5,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,592.0,5,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,477.0,5,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,498.0,5,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,417.0,5,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,402.0,5,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,401.0,5,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,5,phase_2,red_circle,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,476.0,5,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,429.0,5,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,707.0,5,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,5,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
0,0,5,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
2,679.0,6,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,6,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
0,0,6,phase_2,purple_circle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,424.0,6,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,378.0,6,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,409.0,6,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,6,phase_2,red_rhombus,stop,green,0.0,0-SSD,go-1,4,,,,,,
1,415.0,6,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,446.0,6,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,6,phase_2,purple_rhombus,stop,green,0.0,0-SSD,go-2,4,,,,,,
2,330.0,6,phase_2,red_triangle,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
1,531.0,6,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,596.0,6,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,6,phase_2,purple_triangle,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,490.0,6,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
2,476.0,6,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,653.0,6,phase_2,purple_rhombus,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
0,0,6,phase_2,purple_pentagon,stop,green,0.0,0-SSD,go-2,4,,,,,,
1,491.0,6,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,6,phase_2,red_circle,stop,blue,150.0,tracking-SSD,go-1,4,,,,,,
1,441.0,6,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,462.0,6,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,470.0,6,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,491.0,6,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,399.0,6,phase_2,purple_triangle,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
