response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,566.0,1,phase_2,purple_pentagon,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
1,474.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,506.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,390.0,1,phase_2,blue_triangle,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
2,524.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,587.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_circle,stop,green,150.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,green,200.0,tracking-SSD,go-2,4,,,,,,
1,413.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,546.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
2,532.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
2,497.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,472.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,470.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,479.0,1,phase_2,blue_rhombus,stop,green,250.0,tracking-SSD,go-1,3,,,,,,
1,545.0,1,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
2,520.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,550.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_triangle,stop,green,200.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_triangle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,599.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,462.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
1,427.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,455.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,475.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,green,250.0,tracking-SSD,go-2,4,,,,,,
1,482.0,1,phase_2,purple_triangle,stop,green,300.0,tracking-SSD,go-2,3,,,,,,
2,749.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,556.0,1,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,473.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,494.0,1,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
1,469.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,509.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,493.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,423.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,499.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,407.0,1,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
1,315.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,550.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,491.0,1,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,635.0,1,phase_2,blue_rhombus,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,531.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,483.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,505.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,481.0,2,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,407.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,515.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,379.0,2,phase_2,blue_triangle,go,,,,go-1,2,,,,,,
2,534.0,2,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
2,443.0,2,phase_2,blue_pentagon,stop,green,250.0,tracking-SSD,go-1,3,,,,,,
1,474.0,2,phase_2,blue_circle,go,,,,go-1,1,,,,,,
2,619.0,2,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
1,494.0,2,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
2,548.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,454.0,2,phase_2,blue_triangle,go,,,,go-1,1,,,,,,
2,507.0,2,phase_2,blue_pentagon,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,481.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
