response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,409.0,1,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
2,452.0,1,phase_2,red_rhombus,stop,green,250.0,tracking-SSD,go-1,3,,,,,,
1,495.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,572.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,490.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,487.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,418.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_circle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,527.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,513.0,1,phase_2,red_pentagon,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
2,758.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,339.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,426.0,1,phase_2,blue_pentagon,go,,,,go-2,2,,,,,,
1,639.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_triangle,stop,green,150.0,tracking-SSD,go-2,4,,,,,,
2,521.0,1,phase_2,red_circle,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
1,698.0,1,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
0,0,1,phase_2,blue_pentagon,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,525.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,445.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,544.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,441.0,1,phase_2,blue_rhombus,go,,,,go-2,2,,,,,,
1,404.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_pentagon,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,536.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,420.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,464.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_circle,stop,green,150.0,tracking-SSD,go-1,4,,,,,,
1,740.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,424.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,488.0,1,phase_2,blue_triangle,stop,green,200.0,tracking-SSD,go-2,3,,,,,,
2,519.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,529.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,481.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,red_circle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,678.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
1,429.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,381.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,blue_circle,stop,green,150.0,tracking-SSD,go-2,4,,,,,,
2,691.0,1,phase_2,red_triangle,go,,,,go-1,2,,,,,,
2,497.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
2,393.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
2,481.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
2,386.0,1,phase_2,blue_rhombus,stop,green,200.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,510.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,518.0,2,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,569.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,422.0,2,phase_2,red_circle,stop,green,150.0,tracking-SSD,go-1,3,,,,,,
0,0,2,phase_2,blue_circle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
2,428.0,2,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
0,0,2,phase_2,red_triangle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,2,phase_2,red_rhombus,stop,green,100.0,tracking-SSD,go-1,4,,,,,,
2,367.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_circle,stop,green,150.0,tracking-SSD,go-2,4,,,,,,
2,361.0,2,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_rhombus,stop,green,200.0,tracking-SSD,go-2,4,,,,,,
2,391.0,2,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,749.0,2,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,590.0,2,phase_2,blue_pentagon,go,,,,go-2,2,,,,,,
2,509.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,417.0,2,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
1,449.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,493.0,2,phase_2,blue_circle,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
2,467.0,2,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,red_circle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,2,phase_2,red_triangle,stop,green,200.0,tracking-SSD,go-1,4,,,,,,
0,0,2,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,787.0,2,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,468.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,523.0,2,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,408.0,2,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
1,495.0,2,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
1,594.0,2,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
0,0,2,phase_2,red_rhombus,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,613.0,2,phase_2,red_rhombus,stop,green,250.0,tracking-SSD,go-1,3,,,,,,
2,499.0,2,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,575.0,2,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
1,473.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,493.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,693.0,2,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
1,410.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,351.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,383.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,blue_triangle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,648.0,2,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
1,375.0,2,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
1,734.0,2,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
1,440.0,2,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,527.0,2,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,blue_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
0,0,2,phase_2,blue_pentagon,stop,green,200.0,tracking-SSD,go-2,4,,,,,,
2,488.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,396.0,3,phase_2,blue_rhombus,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
2,472.0,3,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,3,phase_2,red_triangle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,3,phase_2,blue_triangle,stop,green,200.0,tracking-SSD,go-2,4,,,,,,
1,444.0,3,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,633.0,3,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
2,406.0,3,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
2,392.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,402.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,400.0,3,phase_2,blue_circle,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
1,420.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,blue_pentagon,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,550.0,3,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
1,424.0,3,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,580.0,3,phase_2,blue_pentagon,go,,,,go-2,2,,,,,,
2,543.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,blue_triangle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
0,0,3,phase_2,blue_pentagon,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,604.0,3,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
2,557.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,430.0,3,phase_2,red_circle,go,,,,go-1,2,,,,,,
1,733.0,3,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,460.0,3,phase_2,blue_triangle,go,,,,go-2,2,,,,,,
2,413.0,3,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,659.0,3,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,397.0,3,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,597.0,3,phase_2,blue_rhombus,go,,,,go-2,2,,,,,,
2,583.0,3,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
0,0,3,phase_2,red_triangle,stop,green,200.0,tracking-SSD,go-1,4,,,,,,
1,500.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,blue_triangle,stop,green,250.0,tracking-SSD,go-2,4,,,,,,
2,461.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,685.0,3,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,582.0,3,phase_2,red_pentagon,go,,,,go-1,2,,,,,,
1,613.0,3,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,543.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,473.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,662.0,3,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
1,716.0,3,phase_2,blue_rhombus,go,,,,go-2,2,,,,,,
0,0,3,phase_2,blue_circle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,621.0,3,phase_2,red_circle,stop,green,300.0,tracking-SSD,go-1,3,,,,,,
0,0,3,phase_2,red_pentagon,stop,green,250.0,tracking-SSD,go-1,4,,,,,,
0,0,3,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,3,phase_2,red_circle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
0,0,3,phase_2,red_rhombus,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,643.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,583.0,3,phase_2,red_pentagon,stop,green,300.0,tracking-SSD,go-1,3,,,,,,
1,521.0,4,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
0,0,4,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,629.0,4,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
1,425.0,4,phase_2,blue_circle,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
1,501.0,4,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,556.0,4,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,4,phase_2,red_triangle,stop,green,200.0,tracking-SSD,go-1,4,,,,,,
2,552.0,4,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,596.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,471.0,4,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,4,phase_2,red_circle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,624.0,4,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,4,phase_2,blue_triangle,stop,green,250.0,tracking-SSD,go-2,4,,,,,,
0,0,4,phase_2,blue_triangle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
0,0,4,phase_2,blue_circle,stop,green,300.0,tracking-SSD,go-2,4,,,,,,
2,626.0,4,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
2,533.0,4,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,463.0,4,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,573.0,4,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,414.0,4,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,523.0,4,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
0,0,4,phase_2,blue_triangle,stop,green,350.0,tracking-SSD,go-2,4,,,,,,
1,543.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,495.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,606.0,4,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,4,phase_2,red_pentagon,stop,green,400.0,tracking-SSD,go-1,4,,,,,,
1,646.0,4,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,497.0,4,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,495.0,4,phase_2,blue_triangle,go,,,,go-2,2,,,,,,
1,707.0,4,phase_2,red_pentagon,stop,green,450.0,tracking-SSD,go-1,3,,,,,,
2,446.0,4,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
2,332.0,4,phase_2,blue_circle,go,,,,go-2,1,,,,,,
