response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
0,0,1,phase_2,red_triangle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,450.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
1,581.0,1,phase_2,green_triangle,go,,,,go-2,1,,,,,,
1,410.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,521.0,1,phase_2,red_pentagon,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
2,530.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,517.0,1,phase_2,green_triangle,go,,,,go-2,1,,,,,,
1,437.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,626.0,1,phase_2,green_pentagon,go,,,,go-2,1,,,,,,
2,533.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_circle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,517.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,414.0,1,phase_2,green_pentagon,go,,,,go-2,1,,,,,,
1,457.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,488.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,407.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,540.0,1,phase_2,green_triangle,go,,,,go-2,1,,,,,,
2,720.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_triangle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,545.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,510.0,1,phase_2,red_circle,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,red_triangle,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,595.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,blue,200.0,tracking-SSD,go-2,4,,,,,,
2,546.0,1,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_triangle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,green_circle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,494.0,1,phase_2,green_triangle,go,,,,go-2,1,,,,,,
2,491.0,1,phase_2,green_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
2,444.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,576.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,552.0,1,phase_2,green_circle,go,,,,go-2,1,,,,,,
1,683.0,1,phase_2,green_triangle,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,green_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
2,375.0,1,phase_2,green_circle,go,,,,go-2,1,,,,,,
2,407.0,1,phase_2,green_circle,go,,,,go-2,1,,,,,,
1,529.0,1,phase_2,green_pentagon,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
2,809.0,1,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
1,615.0,1,phase_2,green_pentagon,go,,,,go-2,1,,,,,,
1,512.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,577.0,1,phase_2,green_triangle,go,,,,go-2,1,,,,,,
2,519.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,red_rhombus,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
2,645.0,1,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
2,586.0,1,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
2,566.0,2,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
2,473.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
1,727.0,2,phase_2,green_pentagon,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
2,602.0,2,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,green_circle,stop,purple,0.0,0-SSD,go-2,4,,,,,,
0,0,2,phase_2,red_triangle,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
1,559.0,2,phase_2,green_pentagon,go,,,,go-2,1,,,,,,
2,479.0,2,phase_2,green_circle,go,,,,go-2,1,,,,,,
2,668.0,2,phase_2,green_rhombus,go,,,,go-2,1,,,,,,
1,553.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,731.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_pentagon,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,536.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,523.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,498.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,green_rhombus,stop,purple,0.0,0-SSD,go-2,4,,,,,,
1,516.0,2,phase_2,green_pentagon,go,,,,go-2,1,,,,,,
2,423.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,478.0,2,phase_2,green_rhombus,go,,,,go-2,2,,,,,,
2,588.0,2,phase_2,green_circle,go,,,,go-2,1,,,,,,
1,484.0,2,phase_2,green_triangle,go,,,,go-2,1,,,,,,
1,516.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,569.0,2,phase_2,green_triangle,go,,,,go-2,1,,,,,,
1,443.0,2,phase_2,green_triangle,go,,,,go-2,1,,,,,,
1,419.0,2,phase_2,green_triangle,go,,,,go-2,1,,,,,,
2,529.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,539.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,2,phase_2,green_rhombus,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
0,0,2,phase_2,red_rhombus,stop,purple,0.0,0-SSD,go-1,4,,,,,,
2,421.0,2,phase_2,red_triangle,go,,,,go-1,2,,,,,,
2,452.0,2,phase_2,red_circle,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
1,563.0,2,phase_2,green_pentagon,go,,,,go-2,1,,,,,,
2,527.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,502.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
