response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,690.0,1,phase_2,purple_rhombus,go,,,,go-2,2,,,,,,
2,631.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,639.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,556.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,452.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,518.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,549.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,614.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,601.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,610.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,550.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
2,512.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,520.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,548.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,547.0,1,phase_2,purple_circle,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,green_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,538.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,blue,250.0,tracking-SSD,go-2,4,,,,,,
2,534.0,1,phase_2,green_rhombus,go,,,,go-1,2,,,,,,
0,0,1,phase_2,green_triangle,stop,blue,300.0,tracking-SSD,go-1,4,,,,,,
2,664.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,562.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,670.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,465.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,644.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,597.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,blue,350.0,tracking-SSD,go-1,4,,,,,,
2,581.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,680.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,632.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,607.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,582.0,1,phase_2,purple_circle,stop,blue,400.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,green_rhombus,stop,blue,350.0,tracking-SSD,go-1,4,,,,,,
2,589.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,665.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,594.0,1,phase_2,green_pentagon,stop,blue,400.0,tracking-SSD,go-1,3,,,,,,
1,727.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,688.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,686.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,594.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,972.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,645.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,2,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,662.0,2,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,964.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,501.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,407.0,2,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,451.0,2,phase_2,green_pentagon,go,,,,go-1,2,,,,,,
1,573.0,2,phase_2,green_triangle,stop,blue,350.0,tracking-SSD,go-1,3,,,,,,
2,595.0,2,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,green_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,399.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,478.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,green_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,508.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,495.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,527.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,481.0,2,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,446.0,2,phase_2,purple_rhombus,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
2,545.0,2,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,374.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,508.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,598.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,470.0,2,phase_2,green_rhombus,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
