response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,442.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
2,518.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
2,551.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,470.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,green_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,red_triangle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,587.0,1,phase_2,green_rhombus,stop,purple,250.0,tracking-SSD,go-1,3,,,,,,
2,619.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_triangle,stop,purple,200.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,green_rhombus,go,,,,go-1,2,,,,,,
2,421.0,1,phase_2,red_pentagon,go,,,,go-2,2,,,,,,
2,488.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_pentagon,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,529.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,438.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
1,447.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,red_triangle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,green_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,499.0,1,phase_2,red_circle,go,,,,go-2,1,,,,,,
1,430.0,1,phase_2,red_pentagon,go,,,,go-2,1,,,,,,
2,585.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,528.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,526.0,1,phase_2,red_rhombus,go,,,,go-2,1,,,,,,
2,468.0,1,phase_2,red_triangle,go,,,,go-2,1,,,,,,
