response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,588.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,474.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,562.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,457.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,434.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,563.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_pentagon,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,826.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,666.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,471.0,1,phase_2,green_circle,stop,blue,300.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,green_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,601.0,1,phase_2,purple_triangle,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,purple_triangle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,789.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,605.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,480.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
1,645.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,564.0,1,phase_2,purple_pentagon,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
2,763.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,525.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,590.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,blue,200.0,tracking-SSD,go-2,4,,,,,,
1,573.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,492.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,569.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,645.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,677.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,705.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,568.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,555.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,427.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,481.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,760.0,1,phase_2,purple_rhombus,go,,,,go-2,2,,,,,,
