response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,431.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,361.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,359.0,1,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
1,391.0,1,phase_2,purple_triangle,go,,,,go-1,1,,,,,,
2,545.0,1,phase_2,blue_pentagon,stop,green,250.0,tracking-SSD,go-2,3,,,,,,
1,453.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
2,383.0,1,phase_2,purple_pentagon,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
1,471.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,blue_rhombus,stop,green,150.0,tracking-SSD,go-2,4,,,,,,
2,520.0,1,phase_2,purple_rhombus,go,,,,go-1,1,,,,,,
1,495.0,1,phase_2,purple_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,422.0,1,phase_2,purple_pentagon,go,,,,go-1,2,,,,,,
1,556.0,1,phase_2,purple_rhombus,go,,,,go-1,2,,,,,,
1,519.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,527.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
2,379.0,1,phase_2,purple_circle,go,,,,go-1,2,,,,,,
2,648.0,1,phase_2,blue_pentagon,go,,,,go-2,1,,,,,,
2,702.0,1,phase_2,purple_pentagon,go,,,,go-1,1,,,,,,
2,453.0,1,phase_2,purple_pentagon,go,,,,go-1,1,,,,,,
2,565.0,1,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,blue_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,504.0,1,phase_2,purple_circle,stop,green,200.0,tracking-SSD,go-1,3,,,,,,
2,1053.0,1,phase_2,purple_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,530.0,1,phase_2,purple_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,blue_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,547.0,1,phase_2,purple_triangle,go,,,,go-1,1,,,,,,
2,490.0,1,phase_2,purple_pentagon,go,,,,go-1,1,,,,,,
1,444.0,1,phase_2,purple_circle,go,,,,go-1,1,,,,,,
2,565.0,1,phase_2,blue_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,green,150.0,tracking-SSD,go-1,4,,,,,,
1,414.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,536.0,1,phase_2,blue_triangle,go,,,,go-2,1,,,,,,
1,522.0,1,phase_2,blue_triangle,stop,green,200.0,tracking-SSD,go-2,3,,,,,,
1,497.0,1,phase_2,blue_circle,go,,,,go-2,1,,,,,,
1,395.0,1,phase_2,purple_triangle,go,,,,go-1,1,,,,,,
