response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
1,475.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,338.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,456.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,453.0,1,phase_2,green_triangle,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
1,530.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,361.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,370.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,424.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,534.0,1,phase_2,purple_triangle,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
2,543.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,406.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_circle,stop,blue,150.0,tracking-SSD,go-1,4,,,,,,
2,524.0,1,phase_2,purple_pentagon,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
0,0,1,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,508.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,349.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,437.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,570.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,489.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,328.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,620.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,392.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,367.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,blue,150.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,652.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,526.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_circle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,512.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_circle,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
1,619.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
