response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
0,0,1,phase_2,red_circle,stop,green,250.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,red_triangle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_triangle,stop,green,300.0,tracking-SSD,go-2,4,,,,,,
2,716.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,634.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,755.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,551.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,559.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,604.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,623.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,891.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,763.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,594.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_rhombus,stop,green,350.0,tracking-SSD,go-1,4,,,,,,
2,746.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,708.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_circle,stop,green,400.0,tracking-SSD,go-2,4,,,,,,
1,658.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,747.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,643.0,1,phase_2,red_pentagon,stop,green,450.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,red_pentagon,stop,green,400.0,tracking-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,green,450.0,tracking-SSD,go-2,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,green,500.0,tracking-SSD,go-2,4,,,,,,
1,647.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,red_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,755.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,719.0,1,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,581.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,714.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_rhombus,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,552.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,617.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,615.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,blue,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,purple_circle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,778.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,765.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
1,581.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,645.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,677.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,665.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,493.0,1,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,626.0,1,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,613.0,1,phase_2,red_triangle,go,,,,go-1,2,,,,,,
0,0,1,phase_2,red_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
2,721.0,1,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_rhombus,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,2,phase_2,purple_pentagon,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,710.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_pentagon,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,2,phase_2,purple_pentagon,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,805.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,746.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
1,698.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
1,764.0,2,phase_2,purple_pentagon,stop,green,550.0,tracking-SSD,go-2,3,,,,,,
1,773.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,737.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,543.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_rhombus,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,653.0,2,phase_2,red_rhombus,stop,green,500.0,tracking-SSD,go-1,3,,,,,,
2,852.0,2,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,739.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,2,phase_2,red_triangle,stop,green,450.0,tracking-SSD,go-1,4,,,,,,
2,677.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,776.0,2,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,786.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,727.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,747.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,643.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,753.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,684.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,738.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,735.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,542.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,596.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,694.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,603.0,2,phase_2,red_pentagon,stop,green,500.0,tracking-SSD,go-1,3,,,,,,
1,837.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,610.0,2,phase_2,purple_circle,stop,green,450.0,tracking-SSD,go-2,3,,,,,,
2,843.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,785.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,2,phase_2,purple_rhombus,stop,blue,0.0,0-SSD,go-2,4,,,,,,
0,0,2,phase_2,purple_rhombus,stop,green,400.0,tracking-SSD,go-2,4,,,,,,
0,0,2,phase_2,purple_triangle,stop,green,450.0,tracking-SSD,go-2,4,,,,,,
2,776.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,763.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,828.0,2,phase_2,red_triangle,stop,green,500.0,tracking-SSD,go-1,3,,,,,,
2,1039.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
2,554.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,711.0,2,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,red_rhombus,stop,blue,0.0,0-SSD,go-1,4,,,,,,
0,0,2,phase_2,red_rhombus,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,726.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
1,713.0,2,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
0,0,3,phase_2,purple_triangle,go,,,,go-2,2,,,,,,
0,0,3,phase_2,red_pentagon,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,831.0,3,phase_2,red_rhombus,go,,,,go-1,1,,,,,,
2,705.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,red_rhombus,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,814.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,598.0,3,phase_2,purple_triangle,stop,green,450.0,tracking-SSD,go-2,3,,,,,,
0,0,3,phase_2,red_pentagon,stop,blue,0.0,0-SSD,go-1,4,,,,,,
2,672.0,3,phase_2,red_circle,go,,,,go-1,1,,,,,,
0,0,3,phase_2,purple_circle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
2,546.0,3,phase_2,red_rhombus,go,,,,go-1,2,,,,,,
2,622.0,3,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,3,phase_2,red_rhombus,stop,green,400.0,tracking-SSD,go-1,4,,,,,,
2,650.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,625.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,625.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,3,phase_2,red_circle,stop,blue,0.0,0-SSD,go-1,4,,,,,,
1,586.0,3,phase_2,red_rhombus,stop,green,450.0,tracking-SSD,go-1,3,,,,,,
1,618.0,3,phase_2,red_pentagon,go,,,,go-1,1,,,,,,
2,570.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,580.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,3,phase_2,purple_triangle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
1,598.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,3,phase_2,purple_triangle,stop,blue,0.0,0-SSD,go-2,4,,,,,,
0,0,3,phase_2,red_rhombus,stop,green,400.0,tracking-SSD,go-1,4,,,,,,
2,705.0,3,phase_2,red_triangle,go,,,,go-1,1,,,,,,
2,758.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
