response,reaction_time,block,which_phase,stim,stop_signal_trial_type,stop_signal_stimulus,SSD,SSD_type,condition,accuracy,chosen_stim,chosen_cond,stim_left,cond_left,stim_right,cond_right
2,477.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,350.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,370.0,1,phase_2,green_pentagon,go,,,,go-1,2,,,,,,
2,390.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,365.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,green_triangle,stop,blue,250.0,tracking-SSD,go-1,4,,,,,,
1,517.0,1,phase_2,purple_rhombus,stop,blue,300.0,tracking-SSD,go-2,3,,,,,,
2,425.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,592.0,1,phase_2,green_triangle,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
2,465.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,529.0,1,phase_2,purple_pentagon,go,,,,go-2,2,,,,,,
1,425.0,1,phase_2,green_pentagon,go,,,,go-1,2,,,,,,
1,366.0,1,phase_2,purple_pentagon,go,,,,go-2,2,,,,,,
2,433.0,1,phase_2,green_triangle,go,,,,go-1,2,,,,,,
0,0,1,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
2,484.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,627.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,333.0,1,phase_2,green_circle,go,,,,go-1,1,,,,,,
0,0,1,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
0,0,1,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,1,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,391.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,624.0,1,phase_2,green_pentagon,go,,,,go-1,2,,,,,,
1,588.0,1,phase_2,green_rhombus,stop,blue,200.0,tracking-SSD,go-1,3,,,,,,
0,0,1,phase_2,purple_rhombus,stop,blue,150.0,tracking-SSD,go-2,4,,,,,,
1,516.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,559.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,512.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_circle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,486.0,1,phase_2,green_circle,stop,blue,200.0,tracking-SSD,go-1,3,,,,,,
1,539.0,1,phase_2,purple_pentagon,go,,,,go-2,2,,,,,,
1,346.0,1,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,534.0,1,phase_2,purple_triangle,go,,,,go-2,2,,,,,,
1,735.0,1,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,blue,150.0,tracking-SSD,go-2,4,,,,,,
2,450.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,639.0,1,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_circle,stop,blue,200.0,tracking-SSD,go-2,4,,,,,,
2,377.0,1,phase_2,purple_circle,go,,,,go-2,1,,,,,,
0,0,1,phase_2,purple_triangle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,564.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,719.0,1,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,660.0,1,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
0,0,1,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,431.0,1,phase_2,green_triangle,go,,,,go-1,2,,,,,,
1,551.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,369.0,1,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,440.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,359.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,402.0,2,phase_2,green_pentagon,go,,,,go-1,2,,,,,,
0,0,2,phase_2,purple_triangle,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,408.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,518.0,2,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
0,0,2,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,434.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
2,532.0,2,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,440.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,527.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,401.0,2,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,489.0,2,phase_2,green_circle,go,,,,go-1,2,,,,,,
2,430.0,2,phase_2,purple_circle,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
2,484.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,605.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,400.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
1,442.0,2,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,732.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,552.0,2,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,640.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,706.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,2,phase_2,green_triangle,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,375.0,2,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,801.0,2,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,460.0,2,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,549.0,2,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
2,343.0,2,phase_2,purple_pentagon,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
0,0,2,phase_2,purple_circle,stop,blue,150.0,tracking-SSD,go-2,4,,,,,,
0,0,2,phase_2,green_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,539.0,2,phase_2,purple_triangle,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
0,0,2,phase_2,green_triangle,stop,blue,150.0,tracking-SSD,go-1,4,,,,,,
2,398.0,2,phase_2,green_pentagon,stop,blue,200.0,tracking-SSD,go-1,3,,,,,,
0,0,2,phase_2,green_circle,stop,blue,150.0,tracking-SSD,go-1,4,,,,,,
1,518.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,346.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,569.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,342.0,2,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,541.0,2,phase_2,green_triangle,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_circle,stop,red,0.0,0-SSD,go-2,4,,,,,,
1,437.0,2,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
0,0,2,phase_2,purple_rhombus,stop,red,0.0,0-SSD,go-2,4,,,,,,
0,0,2,phase_2,purple_pentagon,stop,red,0.0,0-SSD,go-2,4,,,,,,
2,518.0,2,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
1,472.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
0,0,2,phase_2,green_rhombus,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
1,558.0,2,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,432.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,588.0,3,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
1,686.0,3,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
1,402.0,3,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,333.0,3,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,488.0,3,phase_2,purple_rhombus,stop,blue,250.0,tracking-SSD,go-2,3,,,,,,
1,474.0,3,phase_2,purple_triangle,go,,,,go-2,1,,,,,,
0,0,3,phase_2,green_pentagon,stop,blue,200.0,tracking-SSD,go-1,4,,,,,,
0,0,3,phase_2,green_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,523.0,3,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,408.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,461.0,3,phase_2,green_circle,go,,,,go-1,1,,,,,,
2,651.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
0,0,3,phase_2,green_pentagon,stop,red,0.0,0-SSD,go-1,4,,,,,,
0,0,3,phase_2,green_rhombus,stop,red,0.0,0-SSD,go-1,4,,,,,,
1,397.0,3,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,440.0,3,phase_2,green_circle,stop,blue,250.0,tracking-SSD,go-1,3,,,,,,
2,449.0,3,phase_2,green_pentagon,go,,,,go-1,1,,,,,,
2,515.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
2,365.0,3,phase_2,green_circle,go,,,,go-1,1,,,,,,
1,543.0,3,phase_2,green_rhombus,go,,,,go-1,1,,,,,,
1,473.0,3,phase_2,green_triangle,go,,,,go-1,1,,,,,,
1,504.0,3,phase_2,green_triangle,go,,,,go-1,1,,,,,,
2,400.0,3,phase_2,purple_circle,go,,,,go-2,1,,,,,,
1,431.0,3,phase_2,purple_rhombus,go,,,,go-2,1,,,,,,
2,519.0,3,phase_2,purple_pentagon,go,,,,go-2,1,,,,,,
2,494.0,3,phase_2,purple_circle,stop,blue,200.0,tracking-SSD,go-2,3,,,,,,
